# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1138,0.0474,17.897,0.043,2.580
0.4,0.02,0.0542,0.1116,0.0477,18.642,0.044,2.531
0.8,0.05,0.1055,0.1093,0.0480,18.642,0.044,2.478
1.2,0.07,0.1541,0.1069,0.0482,18.642,0.044,2.424
1.6,0.09,0.1999,0.1043,0.0484,18.642,0.044,2.366
2.0,0.12,0.2430,0.1016,0.0484,18.642,0.044,2.304
2.4,0.14,0.2834,0.0986,0.0484,18.642,0.044,2.237
2.7,0.16,0.3211,0.0955,0.0482,18.642,0.044,2.166
3.1,0.19,0.3565,0.0922,0.0480,18.642,0.044,2.091
3.5,0.21,0.3899,0.0889,0.0475,17.897,0.044,2.015
3.9,0.23,0.4212,0.0854,0.0470,17.897,0.043,1.935
4.3,0.25,0.4503,0.0818,0.0463,17.897,0.042,1.855
4.7,0.28,0.4771,0.0781,0.0455,17.151,0.042,1.770
5.1,0.30,0.5016,0.0744,0.0447,17.151,0.041,1.686
5.5,0.32,0.5237,0.0705,0.0437,16.405,0.040,1.597
5.9,0.35,0.5435,0.0665,0.0425,16.405,0.039,1.508
6.3,0.37,0.5607,0.0624,0.0413,15.660,0.038,1.415
6.7,0.39,0.5752,0.0582,0.0399,15.660,0.037,1.321
7.1,0.42,0.5870,0.0539,0.0383,14.914,0.035,1.223
7.5,0.44,0.5958,0.0495,0.0366,14.168,0.034,1.121
7.9,0.46,0.6012,0.0450,0.0347,13.423,0.032,1.019
8.2,0.49,0.6023,0.0404,0.0326,12.677,0.030,0.916
8.6,0.51,0.5982,0.0356,0.0304,11.931,0.028,0.810
9.0,0.53,0.5870,0.0308,0.0280,10.440,0.026,0.698
9.4,0.56,0.5661,0.0259,0.0254,9.694,0.023,0.587
9.8,0.58,0.5315,0.0209,0.0228,8.948,0.021,0.472
10.2,0.60,0.4765,0.0158,0.0199,7.457,0.018,0.356
10.6,0.63,0.3890,0.0106,0.0170,6.711,0.016,0.240
11.0,0.65,0.2454,0.0053,0.0140,5.220,0.013,0.120
11.4,0.67,-0.0012,0.0000,0.0111,4.474,0.010,0.000
