# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2408,0.4179,4486.876,1.948,39.651
3.0,0.05,0.0270,0.2402,0.4034,4330.279,1.880,39.545
5.9,0.09,0.0560,0.2393,0.3885,4170.699,1.810,39.407
8.9,0.14,0.0870,0.2380,0.3726,3999.934,1.736,39.189
11.8,0.18,0.1205,0.2363,0.3563,3825.440,1.660,38.913
14.8,0.23,0.1566,0.2342,0.3397,3646.472,1.583,38.566
17.7,0.27,0.1956,0.2316,0.3227,3464.522,1.504,38.144
20.7,0.32,0.2378,0.2285,0.3056,3280.334,1.424,37.632
23.7,0.36,0.2834,0.2250,0.2885,3096.892,1.344,37.049
26.6,0.41,0.3326,0.2209,0.2715,2914.195,1.265,36.373
29.6,0.45,0.3854,0.2162,0.2548,2735.227,1.187,35.595
32.6,0.50,0.4417,0.2108,0.2385,2559.988,1.111,34.709
35.5,0.55,0.5008,0.2046,0.2227,2390.714,1.038,33.695
38.5,0.59,0.5617,0.1975,0.2076,2228.897,0.967,32.521
41.4,0.64,0.6210,0.1887,0.1933,2074.537,0.900,31.080
44.4,0.68,0.6726,0.1769,0.1792,1923.906,0.835,29.131
47.4,0.73,0.7102,0.1651,0.1690,1814.288,0.788,27.192
50.3,0.77,0.7349,0.1536,0.1614,1733.007,0.752,25.297
53.3,0.82,0.7570,0.1418,0.1532,1644.268,0.714,23.353
56.3,0.86,0.7751,0.1297,0.1444,1550.310,0.673,21.360
59.2,0.91,0.7892,0.1174,0.1352,1451.132,0.630,19.341
62.2,0.95,0.7982,0.1048,0.1253,1344.497,0.584,17.264
65.1,1.00,0.8014,0.0923,0.1151,1235.625,0.536,15.204
68.1,1.04,0.7938,0.0797,0.1049,1126.007,0.489,13.122
71.1,1.09,0.7729,0.0670,0.0944,1014.152,0.440,11.027
74.0,1.14,0.7317,0.0533,0.0828,888.129,0.386,8.781
77.0,1.18,0.6662,0.0402,0.0712,764.342,0.332,6.615
79.9,1.23,0.5553,0.0277,0.0613,657.707,0.286,4.568
82.9,1.27,0.3730,0.0144,0.0492,527.956,0.229,2.375
85.9,1.32,0.0696,0.0020,0.0382,410.135,0.178,0.334
