# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2406,0.4132,2857.522,1.436,29.554
2.5,0.05,0.0272,0.2400,0.3988,2758.344,1.386,29.474
5.1,0.09,0.0564,0.2391,0.3840,2655.437,1.335,29.363
7.6,0.14,0.0876,0.2378,0.3688,2550.294,1.282,29.207
10.2,0.18,0.1211,0.2361,0.3531,2442.167,1.227,29.002
12.7,0.23,0.1571,0.2341,0.3372,2331.803,1.172,28.749
15.3,0.27,0.1960,0.2315,0.3208,2218.457,1.115,28.429
17.8,0.32,0.2379,0.2284,0.3042,2103.619,1.057,28.046
20.4,0.36,0.2834,0.2246,0.2871,1985.053,0.998,27.588
22.9,0.41,0.3326,0.2203,0.2699,1866.487,0.938,27.063
25.5,0.45,0.3859,0.2154,0.2527,1747.175,0.878,26.449
28.0,0.50,0.4434,0.2096,0.2355,1627.863,0.818,25.746
30.6,0.54,0.5052,0.2030,0.2184,1510.042,0.759,24.937
33.1,0.59,0.5697,0.1951,0.2016,1393.713,0.701,23.963
35.7,0.63,0.6313,0.1846,0.1854,1281.858,0.644,22.673
38.2,0.68,0.6838,0.1725,0.1713,1184.917,0.596,21.187
40.8,0.72,0.7137,0.1614,0.1638,1132.718,0.569,19.821
43.3,0.77,0.7380,0.1501,0.1566,1082.756,0.544,18.438
45.9,0.81,0.7595,0.1386,0.1487,1028.320,0.517,17.023
48.4,0.86,0.7776,0.1267,0.1402,969.410,0.487,15.564
51.0,0.91,0.7915,0.1147,0.1312,907.517,0.456,14.088
53.5,0.95,0.8003,0.1025,0.1218,842.641,0.423,12.593
56.1,1.00,0.8019,0.0899,0.1117,771.799,0.388,11.040
58.7,1.04,0.7937,0.0772,0.1013,700.212,0.352,9.484
61.2,1.09,0.7724,0.0646,0.0909,628.625,0.316,7.936
63.7,1.13,0.7332,0.0521,0.0805,556.292,0.280,6.405
66.3,1.18,0.6673,0.0395,0.0696,481.722,0.242,4.849
68.8,1.22,0.5510,0.0267,0.0592,409.389,0.206,3.278
71.4,1.27,0.3497,0.0131,0.0474,328.108,0.165,1.606
73.9,1.31,-0.0187,-0.0005,0.0354,244.590,0.123,-0.062
