# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2443,0.4455,3592.782,1.716,33.250
2.7,0.05,0.0258,0.2437,0.4291,3460.793,1.652,33.157
5.4,0.09,0.0534,0.2427,0.4123,3325.076,1.588,33.024
8.1,0.14,0.0832,0.2412,0.3946,3183.393,1.520,32.828
10.8,0.18,0.1153,0.2394,0.3770,3040.964,1.452,32.588
13.5,0.23,0.1500,0.2372,0.3589,2894.807,1.382,32.281
16.1,0.27,0.1875,0.2344,0.3405,2745.667,1.311,31.898
18.8,0.32,0.2283,0.2310,0.3216,2594.290,1.239,31.440
21.5,0.36,0.2727,0.2271,0.3025,2439.930,1.165,30.906
24.2,0.41,0.3211,0.2225,0.2831,2283.333,1.090,30.283
26.9,0.45,0.3736,0.2173,0.2641,2129.719,1.017,29.572
29.6,0.50,0.4312,0.2113,0.2447,1973.122,0.942,28.753
32.3,0.54,0.4945,0.2043,0.2251,1815.779,0.867,27.806
35.0,0.59,0.5619,0.1961,0.2060,1661.419,0.793,26.689
37.7,0.64,0.6268,0.1858,0.1884,1518.991,0.725,25.284
40.4,0.68,0.6814,0.1735,0.1734,1398.187,0.668,23.616
43.0,0.73,0.7137,0.1622,0.1651,1331.074,0.636,22.072
45.7,0.77,0.7380,0.1508,0.1577,1272.164,0.607,20.520
48.4,0.82,0.7594,0.1391,0.1496,1206.542,0.576,18.923
51.1,0.86,0.7776,0.1271,0.1410,1137.192,0.543,17.304
53.8,0.91,0.7917,0.1150,0.1319,1064.114,0.508,15.658
56.5,0.95,0.7997,0.1026,0.1223,986.561,0.471,13.963
59.2,1.00,0.8011,0.0900,0.1122,904.534,0.432,12.246
61.9,1.04,0.7941,0.0775,0.1019,821.761,0.392,10.547
64.6,1.09,0.7717,0.0648,0.0914,737.497,0.352,8.812
67.3,1.13,0.7322,0.0522,0.0810,653.233,0.312,7.108
70.0,1.18,0.6622,0.0394,0.0702,565.986,0.270,5.356
72.6,1.23,0.5416,0.0259,0.0587,473.519,0.226,3.532
75.3,1.27,0.3600,0.0136,0.0481,387.764,0.185,1.855
78.0,1.32,-0.0140,-0.0004,0.0353,284.857,0.136,-0.053
