# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1495,0.0658,3159.530,1.509,84.752
2.0,0.02,0.0534,0.1468,0.0656,3148.345,1.503,83.208
4.0,0.05,0.1050,0.1438,0.0653,3131.939,1.495,81.483
6.0,0.07,0.1551,0.1405,0.0648,3109.568,1.485,79.619
8.1,0.10,0.2030,0.1369,0.0643,3087.943,1.474,77.621
10.1,0.12,0.2496,0.1333,0.0637,3055.132,1.459,75.557
12.1,0.14,0.2944,0.1292,0.0628,3013.373,1.439,73.253
14.1,0.17,0.3384,0.1252,0.0618,2964.157,1.415,70.985
16.1,0.19,0.3797,0.1209,0.0607,2914.195,1.391,68.529
18.1,0.21,0.4188,0.1163,0.0596,2859.013,1.365,65.909
20.2,0.24,0.4581,0.1115,0.0580,2784.443,1.330,63.196
22.2,0.26,0.4924,0.1067,0.0568,2727.024,1.302,60.478
24.2,0.29,0.5188,0.1024,0.0565,2709.128,1.294,58.036
26.2,0.31,0.5415,0.0963,0.0551,2643.506,1.262,54.557
28.3,0.33,0.5684,0.0913,0.0536,2571.919,1.228,51.733
30.3,0.36,0.6053,0.0860,0.0508,2437.693,1.164,48.730
32.3,0.38,0.6173,0.0807,0.0499,2392.951,1.143,45.741
34.3,0.41,0.6512,0.0741,0.0461,2213.237,1.057,42.000
36.3,0.43,0.6536,0.0695,0.0457,2190.866,1.046,39.411
38.4,0.45,0.6765,0.0629,0.0421,2021.592,0.965,35.657
40.4,0.48,0.6889,0.0573,0.0396,1901.535,0.908,32.454
42.4,0.50,0.6865,0.0511,0.0373,1789.680,0.855,28.985
44.4,0.52,0.6724,0.0449,0.0351,1682.299,0.803,25.475
46.4,0.55,0.6510,0.0394,0.0331,1590.578,0.760,22.308
48.5,0.57,0.6024,0.0336,0.0319,1530.176,0.731,19.025
50.5,0.60,0.5646,0.0271,0.0286,1374.325,0.656,15.373
52.5,0.62,0.4244,0.0211,0.0308,1479.469,0.706,11.966
54.5,0.64,0.3586,0.0130,0.0233,1117.058,0.533,7.348
56.5,0.67,0.1909,0.0078,0.0274,1313.923,0.627,4.439
58.5,0.69,0.0125,0.0004,0.0248,1189.391,0.568,0.254
