# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0898,0.0472,193.136,0.168,9.025
1.6,0.04,0.0726,0.0899,0.0483,197.610,0.172,9.039
3.2,0.08,0.1417,0.0901,0.0496,202.830,0.176,9.052
4.8,0.12,0.2074,0.0902,0.0509,208.050,0.181,9.061
6.3,0.16,0.2696,0.0903,0.0522,214.016,0.186,9.074
8.0,0.19,0.3283,0.0904,0.0537,219.981,0.191,9.079
9.5,0.23,0.3836,0.0904,0.0551,225.947,0.196,9.088
11.1,0.27,0.4355,0.0904,0.0567,231.913,0.201,9.088
12.7,0.31,0.4841,0.0904,0.0583,238.624,0.207,9.088
14.3,0.35,0.5294,0.0903,0.0599,245.335,0.213,9.079
15.9,0.39,0.5717,0.0902,0.0615,252.047,0.219,9.065
17.5,0.43,0.6109,0.0900,0.0632,258.758,0.225,9.039
19.1,0.47,0.6471,0.0896,0.0648,265.469,0.230,9.003
20.7,0.51,0.6806,0.0889,0.0662,271.435,0.235,8.936
22.3,0.55,0.7114,0.0880,0.0675,276.655,0.240,8.843
23.8,0.58,0.7394,0.0859,0.0680,278.146,0.242,8.634
25.4,0.62,0.7645,0.0829,0.0677,277.400,0.241,8.332
27.0,0.66,0.7871,0.0790,0.0666,272.926,0.237,7.945
28.6,0.70,0.8071,0.0736,0.0640,261.741,0.228,7.397
30.2,0.74,0.8237,0.0675,0.0607,249.064,0.216,6.784
31.8,0.78,0.8369,0.0613,0.0571,234.150,0.203,6.161
33.3,0.82,0.8471,0.0550,0.0531,217.744,0.189,5.525
35.0,0.86,0.8538,0.0485,0.0487,199.848,0.173,4.875
36.6,0.90,0.8571,0.0419,0.0439,179.714,0.156,4.217
38.1,0.94,0.8552,0.0353,0.0386,158.088,0.137,3.545
39.7,0.97,0.8310,0.0285,0.0334,136.463,0.119,2.860
41.3,1.01,0.7800,0.0215,0.0280,114.838,0.100,2.162
42.9,1.05,0.6801,0.0144,0.0223,91.721,0.079,1.450
44.5,1.09,0.4778,0.0072,0.0166,67.859,0.059,0.730
46.1,1.13,-0.0034,0.0000,0.0108,43.996,0.038,-0.004
