# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2727,0.2305,948.530,0.323,18.936
2.1,0.04,0.0436,0.2714,0.2252,926.905,0.316,18.847
4.3,0.07,0.0888,0.2698,0.2199,904.534,0.309,18.736
6.4,0.11,0.1355,0.2679,0.2145,882.909,0.301,18.602
8.6,0.14,0.1838,0.2656,0.2091,860.538,0.293,18.442
10.7,0.18,0.2334,0.2627,0.2035,837.421,0.286,18.242
12.9,0.22,0.2841,0.2589,0.1978,813.559,0.278,17.980
15.0,0.25,0.3351,0.2539,0.1918,788.950,0.269,17.628
17.2,0.29,0.3852,0.2468,0.1854,762.851,0.260,17.139
19.3,0.33,0.4319,0.2372,0.1787,735.260,0.251,16.467
21.4,0.36,0.4731,0.2277,0.1740,715.872,0.244,15.809
23.6,0.40,0.5098,0.2182,0.1702,700.212,0.239,15.151
25.7,0.43,0.5447,0.2084,0.1660,683.061,0.233,14.470
27.9,0.47,0.5781,0.1984,0.1613,663.673,0.226,13.776
30.0,0.51,0.6095,0.1880,0.1562,642.793,0.219,13.056
32.1,0.54,0.6390,0.1774,0.1506,619.677,0.211,12.317
34.3,0.58,0.6666,0.1665,0.1445,595.068,0.203,11.561
36.4,0.61,0.6923,0.1553,0.1379,567.478,0.194,10.782
38.6,0.65,0.7159,0.1438,0.1308,538.395,0.183,9.986
40.7,0.69,0.7371,0.1320,0.1231,506.330,0.173,9.168
42.9,0.72,0.7555,0.1200,0.1149,472.774,0.161,8.332
45.0,0.76,0.7701,0.1077,0.1062,436.980,0.149,7.477
47.2,0.80,0.7789,0.0951,0.0972,399.695,0.136,6.606
49.3,0.83,0.7810,0.0824,0.0877,360.919,0.123,5.720
51.5,0.87,0.7732,0.0693,0.0778,319.905,0.109,4.813
53.6,0.90,0.7486,0.0558,0.0674,277.400,0.095,3.874
55.7,0.94,0.6994,0.0423,0.0569,234.150,0.080,2.936
57.8,0.98,0.5950,0.0282,0.0462,190.153,0.065,1.957
60.0,1.01,0.4005,0.0142,0.0359,147.649,0.050,0.988
62.1,1.05,-0.0018,0.0000,0.0257,105.889,0.036,-0.004
