# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2609,0.1670,54.436,0.043,3.327
0.9,0.04,0.0552,0.2596,0.1691,54.436,0.044,3.309
1.8,0.07,0.1084,0.2581,0.1710,55.182,0.044,3.292
2.7,0.11,0.1598,0.2562,0.1728,55.927,0.045,3.265
3.7,0.14,0.2092,0.2538,0.1742,56.673,0.045,3.238
4.6,0.18,0.2568,0.2507,0.1753,56.673,0.045,3.198
5.5,0.22,0.3025,0.2469,0.1758,56.673,0.045,3.149
6.4,0.25,0.3464,0.2419,0.1756,56.673,0.045,3.087
7.3,0.29,0.3884,0.2350,0.1738,55.927,0.045,2.998
8.2,0.32,0.4284,0.2265,0.1709,55.182,0.044,2.887
9.1,0.36,0.4659,0.2178,0.1679,54.436,0.043,2.776
10.0,0.40,0.5011,0.2089,0.1647,53.690,0.042,2.664
11.0,0.43,0.5339,0.1998,0.1613,52.199,0.042,2.549
11.8,0.47,0.5641,0.1904,0.1576,50.708,0.041,2.429
12.8,0.50,0.5917,0.1808,0.1536,49.962,0.040,2.304
13.7,0.54,0.6169,0.1709,0.1493,48.470,0.039,2.180
14.6,0.57,0.6396,0.1607,0.1444,46.979,0.037,2.051
15.5,0.61,0.6599,0.1502,0.1390,44.742,0.036,1.917
16.4,0.65,0.6779,0.1393,0.1329,43.251,0.034,1.779
17.3,0.68,0.6933,0.1282,0.1262,41.013,0.033,1.632
18.2,0.72,0.7059,0.1167,0.1187,38.776,0.031,1.490
19.2,0.75,0.7152,0.1049,0.1106,35.794,0.028,1.339
20.1,0.79,0.7202,0.0928,0.1018,32.811,0.026,1.183
21.0,0.83,0.7188,0.0805,0.0925,29.828,0.024,1.028
21.9,0.86,0.7083,0.0678,0.0825,26.845,0.021,0.863
22.8,0.90,0.6838,0.0548,0.0719,23.117,0.019,0.698
23.7,0.93,0.6337,0.0415,0.0612,20.134,0.016,0.529
24.6,0.97,0.5388,0.0279,0.0502,16.405,0.013,0.356
25.5,1.01,0.3577,0.0140,0.0394,12.677,0.010,0.178
26.5,1.04,-0.0004,0.0000,0.0289,9.694,0.007,0.000
