# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0972,0.0345,287.840,0.916,29.034
0.8,0.03,0.0726,0.0963,0.0353,294.551,0.938,28.758
1.5,0.05,0.1405,0.0952,0.0360,300.517,0.958,28.433
2.2,0.08,0.2040,0.0939,0.0367,306.483,0.976,28.042
3.0,0.11,0.2633,0.0924,0.0374,311.703,0.992,27.592
3.7,0.13,0.3185,0.0906,0.0379,316.177,1.006,27.081
4.5,0.16,0.3699,0.0887,0.0383,319.905,1.018,26.507
5.2,0.19,0.4175,0.0866,0.0386,322.142,1.026,25.866
5.9,0.21,0.4616,0.0842,0.0389,324.379,1.032,25.168
6.7,0.24,0.5022,0.0817,0.0390,325.125,1.035,24.403
7.4,0.27,0.5394,0.0789,0.0389,325.125,1.035,23.580
8.2,0.29,0.5732,0.0760,0.0388,323.634,1.031,22.695
8.9,0.32,0.6038,0.0728,0.0385,321.397,1.023,21.738
9.7,0.35,0.6312,0.0694,0.0380,317.668,1.010,20.720
10.4,0.37,0.6557,0.0657,0.0374,311.703,0.992,19.639
11.2,0.40,0.6773,0.0620,0.0365,304.991,0.971,18.522
11.9,0.43,0.6960,0.0582,0.0356,296.789,0.946,17.375
12.7,0.45,0.7117,0.0542,0.0345,287.840,0.916,16.205
13.4,0.48,0.7246,0.0502,0.0332,277.400,0.882,15.004
14.1,0.51,0.7347,0.0461,0.0317,264.723,0.843,13.776
14.9,0.53,0.7412,0.0419,0.0301,251.301,0.799,12.517
15.6,0.56,0.7437,0.0376,0.0283,235.641,0.751,11.232
16.4,0.59,0.7583,0.0333,0.0257,214.762,0.683,9.946
17.1,0.61,0.7508,0.0288,0.0235,196.119,0.625,8.616
17.8,0.64,0.7353,0.0243,0.0211,175.985,0.561,7.255
18.6,0.67,0.7069,0.0196,0.0185,154.360,0.491,5.867
19.4,0.69,0.6545,0.0149,0.0157,131.243,0.418,4.448
20.1,0.72,0.5572,0.0100,0.0129,108.126,0.344,2.998
20.8,0.75,0.3696,0.0050,0.0102,85.010,0.270,1.508
21.5,0.77,-0.0024,0.0000,0.0076,64.130,0.203,-0.009
