# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0609,0.0235,341.531,0.204,14.488
1.0,0.02,0.0414,0.0605,0.0236,343.022,0.205,14.390
2.0,0.03,0.0817,0.0600,0.0237,344.513,0.205,14.274
3.0,0.05,0.1211,0.0594,0.0238,345.259,0.206,14.132
3.9,0.06,0.1593,0.0587,0.0238,346.005,0.206,13.963
4.9,0.08,0.1964,0.0578,0.0238,345.259,0.206,13.767
5.9,0.10,0.2323,0.0569,0.0238,344.513,0.206,13.540
6.9,0.11,0.2671,0.0558,0.0237,343.022,0.205,13.287
7.9,0.13,0.3006,0.0546,0.0235,340.785,0.203,12.998
8.9,0.15,0.3330,0.0533,0.0233,337.802,0.202,12.682
9.9,0.16,0.3643,0.0518,0.0230,333.328,0.199,12.330
10.9,0.18,0.3943,0.0502,0.0227,328.854,0.196,11.948
11.8,0.19,0.4230,0.0485,0.0222,322.888,0.193,11.539
12.8,0.21,0.4505,0.0466,0.0218,315.431,0.188,11.098
13.8,0.23,0.4762,0.0446,0.0212,307.228,0.183,10.605
14.8,0.24,0.4997,0.0422,0.0205,297.534,0.177,10.053
15.8,0.26,0.5206,0.0396,0.0197,285.603,0.170,9.426
16.8,0.27,0.5393,0.0369,0.0188,272.926,0.163,8.790
17.7,0.29,0.5553,0.0342,0.0179,260.249,0.155,8.131
18.7,0.31,0.5697,0.0314,0.0169,245.335,0.146,7.464
19.7,0.32,0.5804,0.0285,0.0159,230.421,0.138,6.779
20.7,0.34,0.5876,0.0256,0.0148,214.016,0.128,6.081
21.7,0.36,0.5903,0.0226,0.0136,197.610,0.118,5.369
22.7,0.37,0.5862,0.0195,0.0124,179.714,0.107,4.644
23.6,0.39,0.5702,0.0164,0.0112,161.817,0.097,3.901
24.6,0.40,0.5379,0.0132,0.0099,143.920,0.086,3.145
25.6,0.42,0.4838,0.0100,0.0087,126.023,0.075,2.375
26.6,0.44,0.3971,0.0067,0.0074,107.381,0.064,1.597
27.6,0.45,0.2542,0.0034,0.0060,87.247,0.052,0.805
28.6,0.47,-0.0016,0.0000,0.0046,67.113,0.040,-0.004
