# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1269,0.2050,6483.860,5.160,63.205
2.6,0.04,0.0263,0.1273,0.1995,6311.604,5.023,63.392
5.2,0.08,0.0544,0.1276,0.1937,6127.416,4.876,63.552
7.9,0.12,0.0844,0.1278,0.1874,5929.805,4.719,63.672
10.5,0.17,0.1168,0.1279,0.1809,5723.247,4.554,63.739
13.1,0.21,0.1517,0.1280,0.1741,5507.739,4.383,63.739
15.7,0.25,0.1895,0.1278,0.1671,5286.266,4.206,63.667
18.4,0.29,0.2304,0.1275,0.1599,5059.574,4.026,63.516
21.0,0.33,0.2747,0.1270,0.1528,4832.135,3.845,63.280
23.6,0.37,0.3226,0.1264,0.1456,4604.697,3.664,62.951
26.2,0.41,0.3744,0.1255,0.1384,4378.004,3.484,62.520
28.8,0.45,0.4299,0.1244,0.1314,4158.022,3.309,61.986
31.5,0.50,0.4897,0.1231,0.1245,3938.787,3.134,61.314
34.1,0.54,0.5527,0.1214,0.1179,3730.736,2.969,60.500
36.7,0.58,0.6186,0.1195,0.1116,3531.635,2.810,59.526
39.3,0.62,0.6844,0.1163,0.1053,3330.296,2.650,57.956
41.9,0.66,0.7448,0.1107,0.0982,3105.840,2.471,55.145
44.6,0.70,0.7855,0.1038,0.0928,2934.329,2.335,51.711
47.2,0.74,0.8138,0.0959,0.0876,2771.766,2.205,47.792
49.8,0.78,0.8357,0.0880,0.0826,2612.187,2.079,43.824
52.4,0.83,0.8546,0.0799,0.0772,2442.167,1.943,39.807
55.1,0.87,0.8713,0.0717,0.0713,2256.488,1.796,35.715
57.7,0.91,0.8860,0.0633,0.0649,2052.166,1.633,31.533
60.3,0.95,0.8988,0.0547,0.0578,1828.456,1.455,27.250
62.9,0.99,0.9084,0.0459,0.0501,1585.358,1.262,22.891
65.5,1.03,0.9109,0.0370,0.0419,1326.600,1.056,18.442
68.2,1.07,0.8991,0.0280,0.0334,1056.657,0.841,13.936
70.8,1.11,0.8528,0.0188,0.0246,777.765,0.619,9.372
73.4,1.16,0.7079,0.0095,0.0156,492.908,0.392,4.755
76.0,1.20,-0.0002,0.0000,0.0067,211.033,0.168,0.000
