# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0614,0.0268,26.845,0.032,2.277
0.4,0.02,0.0393,0.0609,0.0268,26.845,0.032,2.264
0.9,0.03,0.0780,0.0604,0.0268,26.845,0.032,2.246
1.4,0.05,0.1161,0.0598,0.0267,26.845,0.032,2.224
1.9,0.07,0.1536,0.0591,0.0266,26.845,0.032,2.197
2.3,0.09,0.1904,0.0583,0.0264,26.845,0.032,2.166
2.8,0.10,0.2263,0.0574,0.0263,26.099,0.032,2.131
3.3,0.12,0.2613,0.0563,0.0260,26.099,0.031,2.091
3.8,0.14,0.2952,0.0551,0.0258,26.099,0.031,2.046
4.2,0.16,0.3278,0.0537,0.0255,25.354,0.031,1.997
4.7,0.17,0.3590,0.0522,0.0251,25.354,0.030,1.939
5.1,0.19,0.3885,0.0505,0.0247,24.608,0.030,1.877
5.6,0.21,0.4163,0.0486,0.0242,24.608,0.029,1.806
6.1,0.22,0.4421,0.0465,0.0236,23.862,0.028,1.730
6.6,0.24,0.4654,0.0442,0.0230,23.117,0.028,1.641
7.0,0.26,0.4861,0.0417,0.0222,22.371,0.027,1.548
7.5,0.28,0.5045,0.0391,0.0214,21.625,0.026,1.450
8.0,0.29,0.5203,0.0364,0.0205,20.880,0.025,1.352
8.4,0.31,0.5332,0.0337,0.0196,19.388,0.024,1.250
8.9,0.33,0.5426,0.0308,0.0186,18.642,0.022,1.148
9.3,0.35,0.5475,0.0279,0.0176,17.897,0.021,1.036
9.8,0.36,0.5475,0.0250,0.0165,16.405,0.020,0.930
10.3,0.38,0.5420,0.0220,0.0154,15.660,0.019,0.814
10.8,0.40,0.5293,0.0189,0.0142,14.168,0.017,0.703
11.2,0.41,0.5068,0.0157,0.0129,12.677,0.015,0.583
11.7,0.43,0.4704,0.0126,0.0116,11.931,0.014,0.467
12.2,0.45,0.4144,0.0095,0.0103,10.440,0.012,0.351
12.7,0.47,0.3304,0.0063,0.0090,8.948,0.011,0.236
13.1,0.48,0.2022,0.0032,0.0076,7.457,0.009,0.116
13.6,0.50,-0.0046,-0.0001,0.0062,5.966,0.007,0.000
