# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1571,    0.0851,    104.398,    0.333,    10.142
0.7,    0.04,    0.0683,    0.1572,    0.0872,    107.381,    0.341,    10.151
1.4,    0.08,    0.1333,    0.1573,    0.0894,    110.364,    0.350,    10.155
2.1,    0.11,    0.1950,    0.1574,    0.0918,    112.601,    0.359,    10.160
2.9,    0.15,    0.2534,    0.1575,    0.0942,    115.583,    0.369,    10.164
3.6,    0.19,    0.3085,    0.1575,    0.0967,    119.312,    0.379,    10.169
4.3,    0.23,    0.3605,    0.1574,    0.0993,    122.295,    0.389,    10.164
5.1,    0.27,    0.4093,    0.1573,    0.1020,    125.278,    0.399,    10.155
5.8,    0.30,    0.4552,    0.1570,    0.1046,    129.006,    0.409,    10.137
6.5,    0.34,    0.4982,    0.1564,    0.1071,    131.989,    0.419,    10.097
7.2,    0.38,    0.5386,    0.1550,    0.1091,    134.226,    0.427,    10.008
8.0,    0.42,    0.5767,    0.1526,    0.1103,    135.717,    0.432,    9.853
8.7,    0.45,    0.6121,    0.1492,    0.1109,    136.463,    0.434,    9.635
9.4,    0.49,    0.6450,    0.1446,    0.1104,    135.717,    0.432,    9.337
10.1,    0.53,    0.6754,    0.1386,    0.1089,    134.226,    0.426,    8.950
10.8,    0.57,    0.7036,    0.1309,    0.1058,    129.752,    0.414,    8.452
11.5,    0.61,    0.7287,    0.1227,    0.1021,    125.278,    0.400,    7.922
12.3,    0.64,    0.7509,    0.1144,    0.0981,    120.803,    0.384,    7.384
13.0,    0.68,    0.7703,    0.1058,    0.0937,    115.583,    0.367,    6.832
13.7,    0.72,    0.7865,    0.0971,    0.0889,    109.618,    0.348,    6.272
14.4,    0.76,    0.7993,    0.0882,    0.0837,    102.907,    0.327,    5.694
15.2,    0.80,    0.8082,    0.0791,    0.0779,    95.450,    0.305,    5.107
15.9,    0.83,    0.8138,    0.0698,    0.0716,    87.993,    0.280,    4.510
16.6,    0.87,    0.8136,    0.0603,    0.0646,    79.790,    0.253,    3.897
17.3,    0.91,    0.8048,    0.0506,    0.0572,    70.096,    0.224,    3.269
18.1,    0.95,    0.7831,    0.0406,    0.0492,    60.402,    0.193,    2.624
18.8,    0.99,    0.7410,    0.0306,    0.0406,    49.962,    0.159,    1.975
19.5,    1.02,    0.6557,    0.0204,    0.0319,    39.522,    0.125,    1.321
20.2,    1.06,    0.4687,    0.0102,    0.0231,    28.337,    0.090,    0.658
20.9,    1.10,    0.0120,    0.0002,    0.0144,    17.897,    0.056,    0.009
