# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1635,    0.1452,    826.235,    1.579,    29.318
1.2,    0.04,    0.0432,    0.1636,    0.1433,    815.796,    1.558,    29.336
2.4,    0.08,    0.0876,    0.1636,    0.1414,    805.356,    1.537,    29.340
3.6,    0.11,    0.1332,    0.1636,    0.1395,    794.170,    1.517,    29.336
4.8,    0.15,    0.1800,    0.1635,    0.1375,    782.985,    1.495,    29.318
6.0,    0.19,    0.2280,    0.1633,    0.1355,    771.799,    1.474,    29.283
7.2,    0.23,    0.2772,    0.1629,    0.1335,    759.868,    1.452,    29.220
8.4,    0.26,    0.3276,    0.1625,    0.1314,    747.937,    1.429,    29.136
9.6,    0.30,    0.3791,    0.1618,    0.1292,    735.260,    1.405,    29.007
10.8,    0.34,    0.4317,    0.1607,    0.1268,    721.837,    1.379,    28.824
12.0,    0.38,    0.4848,    0.1590,    0.1241,    706.178,    1.349,    28.509
13.2,    0.42,    0.5378,    0.1561,    0.1208,    688.281,    1.314,    27.997
14.4,    0.45,    0.5884,    0.1521,    0.1174,    668.147,    1.277,    27.281
15.6,    0.49,    0.6348,    0.1470,    0.1139,    648.759,    1.238,    26.356
16.8,    0.53,    0.6757,    0.1406,    0.1102,    627.879,    1.199,    25.208
18.0,    0.57,    0.7104,    0.1325,    0.1059,    603.271,    1.152,    23.771
19.2,    0.61,    0.7383,    0.1242,    0.1018,    580.155,    1.107,    22.272
20.4,    0.64,    0.7624,    0.1157,    0.0977,    556.292,    1.062,    20.755
21.6,    0.68,    0.7842,    0.1071,    0.0930,    529.447,    1.012,    19.207
22.8,    0.72,    0.8035,    0.0982,    0.0879,    500.365,    0.956,    17.619
24.1,    0.76,    0.8197,    0.0892,    0.0823,    469.045,    0.895,    15.991
25.2,    0.79,    0.8327,    0.0800,    0.0763,    434.743,    0.830,    14.346
26.4,    0.83,    0.8414,    0.0705,    0.0698,    397.458,    0.759,    12.651
27.6,    0.87,    0.8445,    0.0610,    0.0628,    357.936,    0.683,    10.934
28.8,    0.91,    0.8379,    0.0512,    0.0555,    316.177,    0.603,    9.177
30.0,    0.95,    0.8175,    0.0411,    0.0476,    270.689,    0.517,    7.371
31.2,    0.98,    0.7768,    0.0310,    0.0392,    223.710,    0.427,    5.556
32.5,    1.02,    0.6902,    0.0207,    0.0307,    174.494,    0.333,    3.714
33.7,    1.06,    0.5003,    0.0103,    0.0219,    124.532,    0.238,    1.850
34.8,    1.10,    0.0052,    0.0001,    0.0131,    74.570,    0.142,    0.009
