# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0958,    0.1330,    2806.814,    1.411,    28.727
3.2,    0.05,    0.0337,    0.0962,    0.1313,    2771.021,    1.393,    28.847
6.5,    0.09,    0.0685,    0.0966,    0.1297,    2736.719,    1.375,    28.971
9.7,    0.14,    0.1043,    0.0970,    0.1282,    2705.399,    1.360,    29.096
12.9,    0.18,    0.1410,    0.0975,    0.1270,    2680.791,    1.347,    29.225
16.2,    0.23,    0.1791,    0.0979,    0.1255,    2648.726,    1.331,    29.340
19.4,    0.28,    0.2180,    0.0982,    0.1242,    2621.881,    1.318,    29.452
22.6,    0.32,    0.2577,    0.0986,    0.1230,    2595.781,    1.305,    29.554
25.9,    0.37,    0.2990,    0.0988,    0.1215,    2564.462,    1.289,    29.639
29.1,    0.41,    0.3411,    0.0991,    0.1201,    2534.634,    1.274,    29.701
32.3,    0.46,    0.3843,    0.0992,    0.1186,    2502.569,    1.258,    29.741
35.6,    0.51,    0.4287,    0.0992,    0.1170,    2469.758,    1.241,    29.759
38.8,    0.55,    0.4746,    0.0991,    0.1152,    2430.982,    1.222,    29.723
42.0,    0.60,    0.5215,    0.0988,    0.1132,    2389.222,    1.201,    29.634
45.3,    0.64,    0.5690,    0.0981,    0.1109,    2340.752,    1.177,    29.421
48.5,    0.69,    0.6170,    0.0969,    0.1082,    2283.333,    1.148,    29.042
51.7,    0.74,    0.6656,    0.0950,    0.1049,    2214.729,    1.113,    28.491
55.0,    0.78,    0.7142,    0.0926,    0.1013,    2137.176,    1.074,    27.766
58.2,    0.83,    0.7625,    0.0893,    0.0969,    2044.709,    1.028,    26.787
61.4,    0.87,    0.8079,    0.0848,    0.0917,    1934.345,    0.972,    25.435
64.7,    0.92,    0.8462,    0.0787,    0.0855,    1803.102,    0.906,    23.593
67.9,    0.96,    0.8733,    0.0706,    0.0780,    1645.760,    0.827,    21.160
71.2,    1.01,    0.8853,    0.0623,    0.0711,    1501.094,    0.754,    18.678
74.4,    1.06,    0.8889,    0.0539,    0.0641,    1352.700,    0.680,    16.165
77.6,    1.10,    0.8819,    0.0454,    0.0567,    1196.848,    0.602,    13.603
80.9,    1.15,    0.8587,    0.0367,    0.0490,    1035.031,    0.520,    10.992
84.1,    1.19,    0.8095,    0.0278,    0.0410,    864.266,    0.434,    8.323
87.3,    1.24,    0.7118,    0.0186,    0.0325,    685.298,    0.344,    5.587
90.6,    1.29,    0.5019,    0.0093,    0.0238,    501.856,    0.252,    2.780
93.8,    1.33,    0.0002,    0.0000,    0.0154,    324.379,    0.163,    0.000
