# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0975,    0.0429,    5292.978,    5.616,    161.755
2.1,    0.03,    0.0620,    0.0975,    0.0436,    5373.513,    5.702,    161.849
4.1,    0.06,    0.1221,    0.0976,    0.0443,    5459.269,    5.793,    161.951
6.2,    0.08,    0.1803,    0.0977,    0.0450,    5550.244,    5.889,    162.058
8.2,    0.11,    0.2365,    0.0977,    0.0458,    5645.694,    5.990,    162.178
10.3,    0.14,    0.2906,    0.0978,    0.0466,    5746.363,    6.097,    162.302
12.3,    0.17,    0.3427,    0.0979,    0.0475,    5852.253,    6.209,    162.436
14.4,    0.19,    0.3927,    0.0980,    0.0484,    5964.853,    6.329,    162.578
16.5,    0.22,    0.4399,    0.0980,    0.0494,    6090.131,    6.462,    162.716
18.5,    0.25,    0.4844,    0.0978,    0.0503,    6207.206,    6.586,    162.333
20.6,    0.28,    0.5270,    0.0961,    0.0505,    6229.577,    6.610,    159.535
22.6,    0.30,    0.5667,    0.0933,    0.0502,    6185.580,    6.563,    154.834
24.7,    0.33,    0.6041,    0.0899,    0.0495,    6101.316,    6.473,    149.233
26.7,    0.36,    0.6395,    0.0861,    0.0485,    5977.530,    6.343,    142.895
28.8,    0.39,    0.6731,    0.0819,    0.0472,    5817.205,    6.172,    135.898
30.9,    0.42,    0.7044,    0.0772,    0.0455,    5615.866,    5.958,    128.140
32.9,    0.44,    0.7331,    0.0724,    0.0438,    5396.630,    5.726,    120.146
35.0,    0.47,    0.7585,    0.0675,    0.0419,    5165.463,    5.481,    111.997
37.1,    0.50,    0.7817,    0.0625,    0.0398,    4911.925,    5.212,    103.652
39.1,    0.53,    0.8029,    0.0574,    0.0376,    4635.270,    4.918,    95.179
41.2,    0.55,    0.8216,    0.0521,    0.0352,    4334.753,    4.599,    86.527
43.2,    0.58,    0.8383,    0.0468,    0.0325,    4005.154,    4.249,    77.684
45.3,    0.61,    0.8518,    0.0414,    0.0296,    3647.964,    3.871,    68.641
47.3,    0.64,    0.8605,    0.0358,    0.0265,    3266.911,    3.467,    59.397
49.4,    0.66,    0.8619,    0.0301,    0.0232,    2864.233,    3.039,    49.980
51.5,    0.69,    0.8518,    0.0243,    0.0198,    2437.693,    2.586,    40.359
53.5,    0.72,    0.8221,    0.0185,    0.0162,    1994.001,    2.116,    30.635
55.6,    0.75,    0.7524,    0.0125,    0.0124,    1528.685,    1.622,    20.702
57.6,    0.78,    0.5711,    0.0063,    0.0086,    1061.131,    1.126,    10.516
59.7,    0.80,    0.0020,    0.0000,    0.0051,    633.845,    0.673,    0.022
