# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0968,0.0437,4291.503,5.122,140.408
2.6,0.04,0.0832,0.0969,0.0451,4431.694,5.290,140.546
5.2,0.08,0.1611,0.0970,0.0466,4580.834,5.468,140.702
7.9,0.12,0.2338,0.0971,0.0482,4738.923,5.656,140.871
10.5,0.15,0.3016,0.0972,0.0499,4905.214,5.855,141.053
13.1,0.19,0.3646,0.0974,0.0517,5078.962,6.063,141.258
15.7,0.23,0.4230,0.0975,0.0535,5261.658,6.281,141.476
18.4,0.27,0.4771,0.0977,0.0555,5452.557,6.508,141.716
21.0,0.31,0.5272,0.0978,0.0575,5646.439,6.740,141.903
23.6,0.35,0.5738,0.0978,0.0594,5837.339,6.967,141.938
26.2,0.39,0.6172,0.0977,0.0613,6023.018,7.189,141.769
28.8,0.43,0.6576,0.0974,0.0631,6199.003,7.400,141.338
31.5,0.46,0.6956,0.0968,0.0646,6351.126,7.581,140.408
34.1,0.50,0.7318,0.0954,0.0656,6450.304,7.699,138.482
36.7,0.54,0.7664,0.0933,0.0660,6486.843,7.743,135.426
39.3,0.58,0.7992,0.0903,0.0656,6450.304,7.699,131.058
41.9,0.62,0.8300,0.0856,0.0639,6278.047,7.494,124.208
44.6,0.66,0.8587,0.0798,0.0612,6011.832,7.176,115.814
47.2,0.70,0.8846,0.0740,0.0583,5727.721,6.837,107.358
49.8,0.74,0.9078,0.0679,0.0550,5410.053,6.458,98.581
52.4,0.77,0.9278,0.0618,0.0516,5068.522,6.050,89.676
55.1,0.81,0.9456,0.0555,0.0477,4687.469,5.596,80.504
57.7,0.85,0.9609,0.0490,0.0434,4269.132,5.096,71.114
60.3,0.89,0.9734,0.0424,0.0388,3812.018,4.550,61.528
62.9,0.93,0.9812,0.0357,0.0338,3318.364,3.961,51.742
65.5,0.97,0.9818,0.0288,0.0284,2786.680,3.327,41.742
68.2,1.01,0.9690,0.0218,0.0226,2223.677,2.654,31.609
70.8,1.05,0.9216,0.0147,0.0166,1633.828,1.951,21.271
73.4,1.08,0.7711,0.0075,0.0105,1031.303,1.231,10.836
76.0,1.12,0.0081,0.0000,0.0044,434.743,0.519,0.044
