# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0971,0.0472,72.333,0.346,8.807
0.7,0.04,0.0779,0.0972,0.0484,74.570,0.355,8.812
1.3,0.08,0.1519,0.0972,0.0497,76.061,0.364,8.816
2.0,0.12,0.2221,0.0972,0.0509,78.298,0.374,8.816
2.6,0.16,0.2886,0.0972,0.0522,80.536,0.383,8.812
3.3,0.19,0.3514,0.0971,0.0536,82.027,0.393,8.803
3.9,0.23,0.4106,0.0968,0.0549,84.264,0.402,8.781
4.6,0.27,0.4663,0.0965,0.0562,86.501,0.412,8.754
5.3,0.31,0.5187,0.0960,0.0574,87.993,0.421,8.710
5.9,0.35,0.5679,0.0953,0.0586,90.230,0.429,8.643
6.6,0.39,0.6138,0.0943,0.0596,91.721,0.437,8.549
7.2,0.43,0.6568,0.0929,0.0603,92.467,0.442,8.420
7.9,0.47,0.6966,0.0911,0.0608,93.212,0.446,8.260
8.5,0.50,0.7336,0.0888,0.0610,93.958,0.447,8.051
9.2,0.54,0.7675,0.0859,0.0608,93.212,0.446,7.793
9.8,0.58,0.7982,0.0822,0.0599,91.721,0.439,7.455
10.5,0.62,0.8247,0.0770,0.0580,88.738,0.425,6.988
11.2,0.66,0.8471,0.0718,0.0559,85.755,0.410,6.508
11.8,0.70,0.8662,0.0664,0.0535,82.027,0.392,6.018
12.5,0.74,0.8816,0.0609,0.0509,78.298,0.373,5.520
13.1,0.78,0.8937,0.0553,0.0480,73.824,0.352,5.009
13.8,0.81,0.9026,0.0495,0.0447,68.604,0.328,4.493
14.4,0.85,0.9082,0.0437,0.0411,63.384,0.301,3.963
15.1,0.89,0.9102,0.0378,0.0370,56.673,0.272,3.425
15.8,0.93,0.9077,0.0317,0.0325,49.962,0.239,2.878
16.4,0.97,0.8986,0.0256,0.0276,42.505,0.202,2.318
17.1,1.01,0.8739,0.0193,0.0223,34.302,0.163,1.753
17.7,1.05,0.8085,0.0129,0.0168,26.099,0.123,1.174
18.4,1.09,0.6347,0.0065,0.0111,17.151,0.082,0.592
19.0,1.12,-0.0033,0.0000,0.0056,8.948,0.041,0.000
