# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2338,0.1351,491.416,0.180,15.151
2.3,0.04,0.0696,0.2338,0.1392,506.330,0.186,15.151
4.6,0.08,0.1349,0.2338,0.1438,522.736,0.192,15.151
7.0,0.12,0.1956,0.2337,0.1486,540.632,0.199,15.146
9.3,0.17,0.2519,0.2334,0.1537,559.275,0.205,15.128
11.6,0.21,0.3042,0.2330,0.1589,577.917,0.212,15.102
13.9,0.25,0.3524,0.2322,0.1640,596.560,0.219,15.048
16.3,0.29,0.3972,0.2309,0.1687,613.711,0.225,14.959
18.6,0.33,0.4388,0.2287,0.1729,628.625,0.231,14.817
21.0,0.37,0.4775,0.2255,0.1762,641.302,0.235,14.612
23.3,0.41,0.5135,0.2212,0.1787,650.250,0.239,14.337
25.6,0.46,0.5469,0.2158,0.1800,654.724,0.241,13.985
27.9,0.50,0.5778,0.2092,0.1802,655.470,0.241,13.558
30.3,0.54,0.6069,0.2013,0.1788,650.250,0.239,13.042
32.6,0.58,0.6368,0.1918,0.1749,636.082,0.234,12.428
34.9,0.62,0.6637,0.1813,0.1700,618.185,0.227,11.752
37.2,0.66,0.6885,0.1706,0.1644,598.051,0.220,11.054
39.6,0.71,0.7111,0.1595,0.1581,574.935,0.211,10.338
41.9,0.75,0.7316,0.1481,0.1511,549.581,0.202,9.599
44.2,0.79,0.7485,0.1362,0.1434,521.990,0.192,8.830
46.6,0.83,0.7622,0.1240,0.1350,490.671,0.180,8.038
48.9,0.87,0.7726,0.1115,0.1257,457.114,0.168,7.228
51.2,0.91,0.7791,0.0988,0.1156,420.575,0.155,6.401
53.6,0.95,0.7805,0.0856,0.1047,381.053,0.140,5.551
55.9,1.00,0.7745,0.0722,0.0928,337.802,0.124,4.680
58.2,1.04,0.7566,0.0585,0.0801,291.569,0.107,3.790
60.5,1.08,0.7163,0.0444,0.0668,243.098,0.089,2.874
62.9,1.12,0.6327,0.0299,0.0529,192.391,0.071,1.939
65.2,1.16,0.4554,0.0151,0.0385,140.192,0.051,0.979
67.5,1.20,0.0013,0.0000,0.0236,85.755,0.032,0.000
