# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1483,0.2188,10490.506,3.454,72.413
3.3,0.03,0.0230,0.1481,0.2128,10199.683,3.359,72.306
6.5,0.07,0.0474,0.1478,0.2063,9889.472,3.256,72.146
9.7,0.10,0.0734,0.1473,0.1993,9554.652,3.146,71.910
13.0,0.13,0.1014,0.1467,0.1915,9180.311,3.023,71.590
16.2,0.17,0.1319,0.1458,0.1829,8770.176,2.888,71.167
19.5,0.20,0.1651,0.1448,0.1741,8344.382,2.748,70.660
22.8,0.23,0.2014,0.1435,0.1651,7913.367,2.606,70.055
26.0,0.26,0.2405,0.1422,0.1564,7500.249,2.470,69.392
29.2,0.30,0.2838,0.1406,0.1475,7072.963,2.329,68.618
32.5,0.33,0.3320,0.1387,0.1383,6627.780,2.183,67.720
35.8,0.36,0.3797,0.1370,0.1313,6294.453,2.073,66.861
39.0,0.40,0.4241,0.1353,0.1267,6072.980,2.000,66.034
42.2,0.43,0.4674,0.1335,0.1229,5889.538,1.939,65.153
45.5,0.46,0.5127,0.1314,0.1187,5691.927,1.874,64.134
48.7,0.50,0.5550,0.1274,0.1139,5460.014,1.798,62.164
52.0,0.53,0.6050,0.1219,0.1067,5116.247,1.685,59.526
55.3,0.56,0.6551,0.1152,0.0989,4741.160,1.561,56.217
58.5,0.60,0.6842,0.1064,0.0926,4440.643,1.462,51.942
61.7,0.63,0.7100,0.0971,0.0860,4122.975,1.358,47.414
65.0,0.66,0.7293,0.0888,0.0806,3861.980,1.272,43.330
68.3,0.69,0.7422,0.0806,0.0754,3615.899,1.191,39.322
71.5,0.73,0.7459,0.0717,0.0700,3355.649,1.105,35.008
74.7,0.76,0.7536,0.0625,0.0631,3023.067,0.996,30.484
78.0,0.79,0.7556,0.0528,0.0555,2659.911,0.876,25.769
81.2,0.83,0.7366,0.0432,0.0485,2326.584,0.766,21.093
84.5,0.86,0.6967,0.0333,0.0411,1968.648,0.648,16.236
87.8,0.89,0.6203,0.0229,0.0330,1582.375,0.521,11.187
91.0,0.93,0.4595,0.0121,0.0243,1166.275,0.384,5.889
94.2,0.96,-0.0059,-0.0001,0.0140,673.367,0.222,-0.040
