# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0629,    0.0270,    51.453,    0.031,    2.958
0.7,    0.02,    0.0386,    0.0631,    0.0272,    52.199,    0.031,    2.967
1.3,    0.03,    0.0766,    0.0631,    0.0274,    52.199,    0.031,    2.967
2.0,    0.05,    0.1140,    0.0631,    0.0276,    52.945,    0.031,    2.967
2.7,    0.07,    0.1507,    0.0628,    0.0277,    52.945,    0.032,    2.954
3.4,    0.08,    0.1867,    0.0621,    0.0276,    52.945,    0.032,    2.918
4.1,    0.10,    0.2217,    0.0611,    0.0275,    52.199,    0.031,    2.874
4.7,    0.12,    0.2557,    0.0598,    0.0272,    52.199,    0.031,    2.811
5.4,    0.13,    0.2886,    0.0584,    0.0269,    51.453,    0.031,    2.745
6.1,    0.15,    0.3201,    0.0567,    0.0265,    50.708,    0.030,    2.664
6.8,    0.17,    0.3525,    0.0535,    0.0252,    48.470,    0.029,    2.518
7.4,    0.18,    0.3795,    0.0514,    0.0248,    46.979,    0.028,    2.415
8.1,    0.20,    0.4043,    0.0491,    0.0242,    46.233,    0.028,    2.309
8.8,    0.22,    0.4268,    0.0468,    0.0237,    45.488,    0.027,    2.197
9.5,    0.23,    0.4471,    0.0443,    0.0231,    43.996,    0.026,    2.086
10.1,    0.25,    0.4654,    0.0419,    0.0224,    42.505,    0.026,    1.966
10.8,    0.27,    0.4815,    0.0393,    0.0217,    41.759,    0.025,    1.846
11.5,    0.28,    0.4952,    0.0367,    0.0209,    40.268,    0.024,    1.726
12.2,    0.30,    0.5064,    0.0340,    0.0201,    38.031,    0.023,    1.597
12.8,    0.32,    0.5147,    0.0313,    0.0192,    36.539,    0.022,    1.472
13.5,    0.33,    0.5196,    0.0285,    0.0182,    35.048,    0.021,    1.339
14.2,    0.35,    0.5202,    0.0256,    0.0172,    32.811,    0.020,    1.205
14.8,    0.37,    0.5155,    0.0227,    0.0161,    30.574,    0.018,    1.068
15.6,    0.38,    0.5036,    0.0197,    0.0150,    28.337,    0.017,    0.930
16.2,    0.40,    0.4814,    0.0166,    0.0138,    26.099,    0.016,    0.783
16.9,    0.42,    0.4468,    0.0136,    0.0126,    23.862,    0.014,    0.641
17.6,    0.43,    0.3906,    0.0104,    0.0115,    21.625,    0.013,    0.485
18.2,    0.45,    0.3057,    0.0070,    0.0102,    19.388,    0.012,    0.329
18.9,    0.47,    0.1804,    0.0035,    0.0090,    17.151,    0.010,    0.165
19.6,    0.48,    -0.0057,    -0.0001,    0.0077,    14.914,    0.009,    -0.004
