# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0956,0.0356,457.114,0.397,23.985
1.1,0.02,0.0554,0.0938,0.0351,451.148,0.391,23.549
2.1,0.04,0.1101,0.0919,0.0346,445.183,0.386,23.082
3.2,0.06,0.1638,0.0900,0.0341,439.217,0.381,22.584
4.2,0.08,0.2163,0.0879,0.0337,433.252,0.376,22.054
5.3,0.10,0.2671,0.0856,0.0332,427.286,0.371,21.498
6.3,0.12,0.3161,0.0833,0.0328,421.320,0.366,20.911
7.4,0.15,0.3631,0.0808,0.0323,415.355,0.360,20.288
8.5,0.17,0.4078,0.0782,0.0318,408.644,0.355,19.634
9.6,0.19,0.4502,0.0755,0.0313,401.932,0.349,18.949
10.6,0.21,0.4900,0.0726,0.0307,395.221,0.343,18.233
11.7,0.23,0.5271,0.0697,0.0301,387.018,0.336,17.486
12.7,0.25,0.5613,0.0665,0.0295,378.816,0.329,16.703
13.8,0.27,0.5927,0.0633,0.0288,369.867,0.321,15.893
14.8,0.29,0.6215,0.0600,0.0280,360.173,0.313,15.057
15.9,0.31,0.6478,0.0566,0.0272,348.988,0.303,14.203
17.0,0.33,0.6720,0.0531,0.0262,337.056,0.292,13.327
18.1,0.35,0.6938,0.0495,0.0251,322.888,0.281,12.424
19.1,0.37,0.7119,0.0458,0.0240,308.720,0.268,11.503
20.2,0.39,0.7269,0.0421,0.0228,293.060,0.254,10.565
21.2,0.41,0.7392,0.0382,0.0214,275.909,0.239,9.595
22.3,0.44,0.7483,0.0343,0.0200,256.521,0.223,8.616
23.3,0.46,0.7538,0.0303,0.0183,235.641,0.205,7.602
24.4,0.48,0.7524,0.0262,0.0166,213.270,0.185,6.574
25.5,0.50,0.7414,0.0220,0.0148,190.153,0.165,5.525
26.6,0.52,0.7177,0.0177,0.0128,164.800,0.143,4.457
27.6,0.54,0.6739,0.0134,0.0107,137.954,0.120,3.363
28.7,0.56,0.5902,0.0090,0.0085,109.618,0.095,2.255
29.7,0.58,0.4146,0.0045,0.0063,81.281,0.070,1.130
30.8,0.60,-0.0096,-0.0001,0.0041,52.945,0.046,-0.018
