# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0919,0.0312,103.652,0.141,9.341
0.7,0.02,0.0598,0.0903,0.0313,103.652,0.142,9.177
1.3,0.04,0.1169,0.0885,0.0314,104.398,0.142,8.999
2.0,0.06,0.1712,0.0867,0.0315,104.398,0.142,8.812
2.7,0.08,0.2229,0.0847,0.0315,104.398,0.143,8.612
3.4,0.10,0.2719,0.0826,0.0315,104.398,0.143,8.398
4.1,0.12,0.3182,0.0804,0.0315,104.398,0.142,8.176
4.7,0.15,0.3619,0.0781,0.0314,103.652,0.142,7.940
5.4,0.17,0.4030,0.0757,0.0312,103.652,0.141,7.691
6.1,0.19,0.4415,0.0731,0.0309,102.161,0.140,7.429
6.8,0.21,0.4775,0.0704,0.0306,101.415,0.138,7.157
7.4,0.23,0.5108,0.0676,0.0302,99.924,0.136,6.868
8.1,0.25,0.5413,0.0646,0.0297,98.432,0.134,6.566
8.8,0.27,0.5694,0.0615,0.0291,96.195,0.132,6.250
9.5,0.29,0.5951,0.0582,0.0284,93.958,0.129,5.921
10.1,0.31,0.6184,0.0549,0.0277,91.721,0.125,5.583
10.8,0.33,0.6392,0.0515,0.0268,88.738,0.121,5.240
11.5,0.35,0.6573,0.0480,0.0258,85.755,0.117,4.884
12.2,0.37,0.6720,0.0445,0.0247,82.027,0.112,4.519
12.9,0.39,0.6835,0.0408,0.0236,78.298,0.107,4.150
13.5,0.42,0.6928,0.0371,0.0222,73.824,0.101,3.772
14.2,0.44,0.6987,0.0333,0.0208,68.604,0.094,3.385
14.9,0.46,0.7008,0.0294,0.0192,63.384,0.087,2.989
15.6,0.48,0.6968,0.0254,0.0174,57.419,0.079,2.584
16.2,0.50,0.6834,0.0214,0.0156,51.453,0.070,2.171
16.9,0.52,0.6579,0.0172,0.0136,44.742,0.061,1.753
17.6,0.54,0.6119,0.0130,0.0115,38.031,0.052,1.326
18.3,0.56,0.5275,0.0088,0.0093,30.574,0.042,0.890
19.0,0.58,0.3621,0.0044,0.0071,23.117,0.032,0.449
19.6,0.60,0.0002,0.0000,0.0049,16.405,0.022,0.000
