# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0948,    0.0378,    4203.510,    5.018,    151.840
2.1,    0.03,    0.0727,    0.0948,    0.0390,    4331.771,    5.170,    151.902
4.2,    0.06,    0.1411,    0.0949,    0.0402,    4465.997,    5.331,    151.960
6.2,    0.09,    0.2053,    0.0949,    0.0414,    4606.188,    5.498,    152.018
8.3,    0.12,    0.2654,    0.0949,    0.0427,    4752.345,    5.673,    152.067
10.4,    0.15,    0.3215,    0.0950,    0.0441,    4904.468,    5.854,    152.102
12.4,    0.18,    0.3739,    0.0950,    0.0455,    5061.065,    6.041,    152.111
14.5,    0.21,    0.4227,    0.0949,    0.0470,    5221.391,    6.233,    152.076
16.6,    0.24,    0.4680,    0.0949,    0.0484,    5386.936,    6.430,    151.987
18.6,    0.27,    0.5102,    0.0948,    0.0499,    5553.227,    6.628,    151.827
20.7,    0.30,    0.5501,    0.0939,    0.0510,    5668.065,    6.766,    150.385
22.8,    0.33,    0.5888,    0.0912,    0.0509,    5659.862,    6.756,    146.137
24.9,    0.36,    0.6254,    0.0881,    0.0505,    5612.883,    6.700,    141.093
27.0,    0.39,    0.6600,    0.0846,    0.0497,    5531.602,    6.602,    135.439
29.0,    0.42,    0.6926,    0.0807,    0.0487,    5418.255,    6.468,    129.283
31.1,    0.45,    0.7232,    0.0766,    0.0474,    5273.589,    6.295,    122.633
33.2,    0.48,    0.7512,    0.0720,    0.0458,    5092.384,    6.078,    115.307
35.2,    0.51,    0.7761,    0.0671,    0.0439,    4882.097,    5.828,    107.509
37.3,    0.54,    0.7988,    0.0621,    0.0418,    4650.184,    5.551,    99.529
39.4,    0.57,    0.8194,    0.0570,    0.0395,    4392.918,    5.243,    91.371
41.5,    0.60,    0.8376,    0.0518,    0.0370,    4109.552,    4.905,    83.008
43.5,    0.63,    0.8540,    0.0465,    0.0341,    3796.358,    4.532,    74.463
45.6,    0.66,    0.8679,    0.0411,    0.0311,    3457.065,    4.127,    65.780
47.7,    0.69,    0.8783,    0.0356,    0.0278,    3091.672,    3.690,    56.946
49.8,    0.72,    0.8840,    0.0299,    0.0243,    2697.196,    3.219,    47.907
51.8,    0.75,    0.8826,    0.0242,    0.0204,    2272.893,    2.713,    38.700
53.9,    0.78,    0.8706,    0.0183,    0.0163,    1815.033,    2.167,    29.314
56.0,    0.81,    0.8363,    0.0123,    0.0119,    1320.634,    1.576,    19.728
58.1,    0.84,    0.7303,    0.0062,    0.0071,    791.188,    0.945,    9.955
60.1,    0.87,    -0.0032,    0.0000,    0.0035,    393.730,    0.470,    -0.022
