# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1373,0.1137,695.738,0.554,18.376
1.7,0.04,0.0449,0.1373,0.1122,686.790,0.546,18.376
3.4,0.07,0.0909,0.1372,0.1106,677.095,0.539,18.371
5.0,0.11,0.1381,0.1371,0.1092,668.147,0.532,18.358
6.7,0.15,0.1865,0.1369,0.1077,659.199,0.524,18.331
8.4,0.18,0.2360,0.1367,0.1061,649.505,0.517,18.296
10.1,0.22,0.2867,0.1363,0.1045,639.810,0.509,18.247
11.7,0.26,0.3387,0.1358,0.1028,629.371,0.501,18.175
13.4,0.29,0.3914,0.1350,0.1012,618.931,0.493,18.078
15.1,0.33,0.4451,0.1341,0.0993,607.745,0.484,17.949
16.8,0.37,0.4990,0.1323,0.0972,595.068,0.473,17.708
18.4,0.40,0.5519,0.1294,0.0945,578.663,0.460,17.317
20.1,0.44,0.6009,0.1255,0.0919,562.258,0.447,16.805
21.8,0.48,0.6437,0.1210,0.0896,548.089,0.436,16.200
23.5,0.51,0.6815,0.1158,0.0872,533.921,0.425,15.507
25.1,0.55,0.7149,0.1101,0.0847,518.261,0.412,14.741
26.8,0.59,0.7441,0.1037,0.0817,500.365,0.398,13.883
28.5,0.62,0.7692,0.0967,0.0783,479.485,0.381,12.944
30.2,0.66,0.7910,0.0895,0.0747,457.114,0.364,11.984
31.8,0.70,0.8105,0.0822,0.0706,432.506,0.344,11.005
33.5,0.73,0.8277,0.0747,0.0662,404.915,0.322,10.004
35.2,0.77,0.8427,0.0670,0.0612,375.087,0.298,8.977
36.9,0.81,0.8551,0.0592,0.0558,341.531,0.272,7.927
38.5,0.84,0.8634,0.0513,0.0501,306.483,0.244,6.864
40.2,0.88,0.8686,0.0432,0.0437,267.706,0.213,5.778
41.9,0.92,0.8682,0.0349,0.0368,225.201,0.179,4.666
43.6,0.95,0.8552,0.0264,0.0294,179.714,0.143,3.532
45.2,0.99,0.8175,0.0177,0.0215,131.243,0.105,2.375
46.9,1.03,0.7039,0.0089,0.0130,79.790,0.063,1.192
48.6,1.06,-0.0015,0.0000,0.0042,25.354,0.020,0.000
