# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0901,    0.0521,    20.134,    0.038,    1.873
0.8,    0.04,    0.0713,    0.0902,    0.0533,    20.134,    0.039,    1.873
1.6,    0.08,    0.1396,    0.0904,    0.0545,    20.880,    0.040,    1.877
2.3,    0.13,    0.2047,    0.0906,    0.0559,    21.625,    0.041,    1.882
3.1,    0.17,    0.2668,    0.0907,    0.0573,    22.371,    0.042,    1.882
3.9,    0.21,    0.3256,    0.0909,    0.0587,    22.371,    0.043,    1.886
4.7,    0.25,    0.3812,    0.0910,    0.0603,    23.117,    0.044,    1.890
5.5,    0.29,    0.4337,    0.0911,    0.0619,    23.862,    0.045,    1.890
6.3,    0.34,    0.4829,    0.0911,    0.0635,    24.608,    0.047,    1.890
7.0,    0.38,    0.5291,    0.0911,    0.0652,    25.354,    0.048,    1.890
7.8,    0.42,    0.5722,    0.0910,    0.0670,    26.099,    0.049,    1.890
8.6,    0.46,    0.6123,    0.0908,    0.0687,    26.099,    0.050,    1.886
9.3,    0.51,    0.6496,    0.0905,    0.0704,    26.845,    0.052,    1.882
10.1,    0.55,    0.6840,    0.0900,    0.0720,    27.591,    0.053,    1.868
10.9,    0.59,    0.7155,    0.0890,    0.0733,    28.337,    0.054,    1.850
11.7,    0.63,    0.7440,    0.0871,    0.0739,    28.337,    0.054,    1.810
12.5,    0.67,    0.7696,    0.0843,    0.0738,    28.337,    0.054,    1.753
13.2,    0.72,    0.7923,    0.0807,    0.0729,    28.337,    0.054,    1.677
14.0,    0.76,    0.8119,    0.0760,    0.0709,    27.591,    0.052,    1.579
14.8,    0.80,    0.8285,    0.0697,    0.0673,    26.099,    0.049,    1.446
15.6,    0.84,    0.8407,    0.0633,    0.0633,    24.608,    0.047,    1.312
16.4,    0.88,    0.8494,    0.0567,    0.0590,    22.371,    0.043,    1.179
17.2,    0.93,    0.8543,    0.0501,    0.0543,    20.880,    0.040,    1.041
17.9,    0.97,    0.8538,    0.0432,    0.0490,    18.642,    0.036,    0.899
18.7,    1.01,    0.8425,    0.0364,    0.0436,    16.405,    0.032,    0.756
19.5,    1.05,    0.8123,    0.0292,    0.0379,    14.914,    0.028,    0.605
20.3,    1.09,    0.7633,    0.0222,    0.0318,    11.931,    0.023,    0.463
21.1,    1.14,    0.6605,    0.0148,    0.0255,    9.694,    0.019,    0.307
21.8,    1.18,    0.4621,    0.0074,    0.0189,    7.457,    0.014,    0.156
22.6,    1.22,    0.0000,    0.0000,    0.0125,    4.474,    0.009,    0.000
