# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0864,    0.0484,    9.694,    0.023,    1.148
0.6,    0.04,    0.0716,    0.0865,    0.0495,    9.694,    0.023,    1.152
1.2,    0.08,    0.1403,    0.0867,    0.0506,    9.694,    0.024,    1.152
1.8,    0.12,    0.2057,    0.0868,    0.0518,    10.440,    0.024,    1.152
2.4,    0.16,    0.2680,    0.0870,    0.0532,    10.440,    0.025,    1.157
3.0,    0.20,    0.3270,    0.0871,    0.0545,    10.440,    0.026,    1.157
3.6,    0.25,    0.3828,    0.0872,    0.0560,    11.185,    0.026,    1.161
4.2,    0.29,    0.4353,    0.0873,    0.0575,    11.185,    0.027,    1.161
4.9,    0.33,    0.4846,    0.0873,    0.0590,    11.931,    0.028,    1.161
5.5,    0.37,    0.5308,    0.0874,    0.0607,    11.931,    0.028,    1.161
6.1,    0.41,    0.5739,    0.0873,    0.0623,    11.931,    0.029,    1.161
6.7,    0.45,    0.6140,    0.0872,    0.0639,    12.677,    0.030,    1.157
7.3,    0.49,    0.6512,    0.0869,    0.0656,    12.677,    0.031,    1.157
7.9,    0.53,    0.6855,    0.0864,    0.0671,    13.423,    0.032,    1.148
8.5,    0.57,    0.7168,    0.0855,    0.0683,    13.423,    0.032,    1.134
9.1,    0.61,    0.7452,    0.0835,    0.0688,    13.423,    0.032,    1.108
9.7,    0.66,    0.7706,    0.0807,    0.0686,    13.423,    0.032,    1.072
10.3,    0.70,    0.7930,    0.0771,    0.0677,    13.423,    0.032,    1.023
10.9,    0.74,    0.8125,    0.0721,    0.0654,    12.677,    0.031,    0.956
11.5,    0.78,    0.8284,    0.0661,    0.0621,    11.931,    0.029,    0.876
12.1,    0.82,    0.8403,    0.0600,    0.0585,    11.185,    0.027,    0.796
12.7,    0.86,    0.8484,    0.0537,    0.0544,    10.440,    0.026,    0.712
13.4,    0.90,    0.8526,    0.0473,    0.0500,    9.694,    0.024,    0.627
13.9,    0.94,    0.8526,    0.0408,    0.0451,    8.948,    0.021,    0.543
14.6,    0.98,    0.8394,    0.0343,    0.0401,    8.203,    0.019,    0.454
15.2,    1.02,    0.8113,    0.0277,    0.0349,    6.711,    0.016,    0.369
15.8,    1.06,    0.7571,    0.0209,    0.0294,    5.966,    0.014,    0.276
16.4,    1.11,    0.6574,    0.0140,    0.0236,    4.474,    0.011,    0.187
17.0,    1.15,    0.4462,    0.0069,    0.0176,    3.728,    0.008,    0.089
17.6,    1.19,    -0.0209,    -0.0002,    0.0118,    2.237,    0.006,    -0.004
