         6.5x7.0                  (65x70.dat)                                                                                                                             
         v2020-0506                                                                                                                                                       
         Simulation Date: 03/09/2021                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
        32.4        0.88      0.7780      0.0814      0.0917       0.018       0.194       0.167      13.786       0.022       0.741       5.481        0.16      27077.  
        34.1        0.92      0.7862      0.0738      0.0867       0.017       0.184       0.151      13.028       0.021       0.672       5.261        0.16      27254.  
        35.8        0.97      0.7919      0.0661      0.0809       0.016       0.171       0.135      12.167       0.019       0.602       5.047        0.16      27440.  
        37.5        1.02      0.7940      0.0583      0.0746       0.015       0.158       0.119      11.209       0.018       0.531       4.830        0.16      27632.  
        39.2        1.06      0.7912      0.0504      0.0676       0.014       0.143       0.103      10.156       0.016       0.459       4.604        0.16      27833.  
        40.9        1.11      0.7808      0.0423      0.0600       0.012       0.127       0.087       9.015       0.014       0.385       4.354        0.16      28041.  
        42.6        1.15      0.7588      0.0341      0.0518       0.010       0.110       0.070       7.786       0.012       0.310       4.062        0.16      28256.  
        44.3        1.20      0.7164      0.0257      0.0430       0.009       0.091       0.053       6.465       0.010       0.234       3.688        0.17      28478.  
        46.0        1.25      0.6355      0.0172      0.0337       0.007       0.071       0.035       5.065       0.008       0.156       3.150        0.17      28707.  
        47.7        1.29      0.4660      0.0086      0.0239       0.005       0.051       0.018       3.589       0.006       0.078       2.228        0.17      28942.  
        49.4        1.34      0.0001      0.0000      0.0139       0.003       0.029       0.000       2.087       0.003       0.000       0.000        0.17      29185.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.020       0.183       0.307      15.173       0.021       1.367       9.185        0.18      29607.  
         2.0        0.05      0.0781      0.1104      0.0652       0.021       0.188       0.308      15.577       0.021       1.368       8.955        0.18      29612.  
         4.0        0.09      0.1521      0.1105      0.0671       0.021       0.193       0.308      16.015       0.022       1.370       8.721        0.18      29629.  
         6.0        0.14      0.2220      0.1107      0.0691       0.022       0.199       0.308      16.488       0.022       1.372       8.485        0.18      29658.  
         8.0        0.18      0.2878      0.1109      0.0712       0.023       0.205       0.309      16.993       0.023       1.375       8.249        0.18      29697.  
         9.9        0.23      0.3494      0.1111      0.0734       0.024       0.212       0.310      17.528       0.024       1.377       8.012        0.18      29748.  
        11.9        0.28      0.4069      0.1114      0.0758       0.024       0.219       0.310      18.098       0.025       1.380       7.776        0.18      29810.  
        13.9        0.32      0.4603      0.1116      0.0783       0.025       0.226       0.311      18.705       0.026       1.383       7.540        0.18      29884.  
        15.9        0.37      0.5095      0.1118      0.0811       0.026       0.234       0.312      19.355       0.026       1.386       7.302        0.18      29968.  
        17.9        0.42      0.5540      0.1120      0.0840       0.027       0.242       0.312      20.060       0.027       1.388       7.058        0.18      30063.  
        19.9        0.46      0.5939      0.1122      0.0872       0.028       0.251       0.313      20.819       0.028       1.390       6.809        0.18      30170.  
        21.9        0.51      0.6288      0.1122      0.0906       0.029       0.261       0.313      21.629       0.030       1.390       6.554        0.18      30287.  
        23.9        0.55      0.6588      0.1119      0.0941       0.030       0.271       0.312      22.474       0.031       1.387       6.294        0.18      30414.  
        25.9        0.60      0.6837      0.1112      0.0977       0.031       0.281       0.310      23.313       0.032       1.379       6.030        0.18      30552.  
        27.9        0.65      0.7052      0.1097      0.1005       0.032       0.290       0.306      24.001       0.033       1.359       5.775        0.18      30700.  
        29.8        0.69      0.7242      0.1070      0.1023       0.033       0.295       0.298      24.418       0.033       1.326       5.536        0.18      30859.  
        31.8        0.74      0.7408      0.1027      0.1024       0.033       0.295       0.286      24.438       0.033       1.272       5.309        0.19      31028.  
        33.8        0.78      0.7558      0.0962      0.0999       0.032       0.288       0.268      23.840       0.033       1.192       5.098        0.19      31206.  
        35.8        0.83      0.7684      0.0889      0.0961       0.031       0.277       0.248      22.954       0.031       1.102       4.894        0.19      31394.  
        37.8        0.88      0.7781      0.0815      0.0919       0.029       0.265       0.227      21.931       0.030       1.010       4.695        0.19      31592.  
        39.8        0.92      0.7863      0.0739      0.0868       0.028       0.250       0.206      20.724       0.028       0.916       4.508        0.19      31799.  
        41.8        0.97      0.7920      0.0662      0.0811       0.026       0.234       0.184      19.352       0.026       0.821       4.324        0.19      32015.  
        43.8        1.02      0.7941      0.0584      0.0747       0.024       0.215       0.163      17.827       0.024       0.723       4.138        0.19      32241.  
        45.8        1.06      0.7913      0.0504      0.0676       0.022       0.195       0.140      16.149       0.022       0.625       3.944        0.19      32475.  
        47.7        1.11      0.7808      0.0423      0.0600       0.019       0.173       0.118      14.331       0.020       0.524       3.730        0.19      32717.  
        49.7        1.15      0.7587      0.0341      0.0518       0.017       0.149       0.095      12.373       0.017       0.422       3.480        0.19      32968.  
        51.7        1.20      0.7163      0.0257      0.0430       0.014       0.124       0.072      10.275       0.014       0.318       3.159        0.19      33228.  
        53.7        1.25      0.6352      0.0172      0.0337       0.011       0.097       0.048       8.048       0.011       0.213       2.697        0.19      33495.  
        55.7        1.29      0.4654      0.0086      0.0239       0.008       0.069       0.024       5.703       0.008       0.107       1.906        0.20      33770.  
        57.7        1.34     -0.0005      0.0000      0.0139       0.004       0.040       0.000       3.321       0.005       0.000      -0.002        0.20      34053.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.030       0.239       0.401      22.649       0.027       1.785       8.037        0.21      33836.  
         2.3        0.05      0.0781      0.1104      0.0652       0.031       0.246       0.402      23.252       0.028       1.787       7.836        0.21      33843.  
         4.5        0.09      0.1521      0.1105      0.0671       0.032       0.253       0.402      23.906       0.029       1.789       7.631        0.21      33862.  
         6.8        0.14      0.2220      0.1107      0.0691       0.033       0.260       0.403      24.613       0.029       1.792       7.425        0.21      33894.  
         9.1        0.18      0.2878      0.1109      0.0712       0.034       0.268       0.404      25.369       0.030       1.796       7.217        0.21      33940.  
        11.4        0.23      0.3494      0.1111      0.0734       0.035       0.276       0.404      26.170       0.031       1.799       7.010        0.21      33998.  
        13.6        0.28      0.4069      0.1114      0.0758       0.036       0.285       0.405      27.023       0.032       1.803       6.803        0.21      34069.  
        15.9        0.32      0.4602      0.1116      0.0784       0.037       0.295       0.406      27.935       0.033       1.807       6.595        0.21      34153.  
        18.2        0.37      0.5092      0.1119      0.0811       0.039       0.305       0.407      28.912       0.035       1.811       6.386        0.21      34249.  
        20.5        0.42      0.5537      0.1121      0.0841       0.040       0.317       0.408      29.971       0.036       1.814       6.172        0.21      34358.  
        22.7        0.46      0.5934      0.1122      0.0873       0.042       0.329       0.408      31.113       0.037       1.816       5.953        0.21      34480.  
        25.0        0.51      0.6282      0.1122      0.0907       0.043       0.342       0.408      32.331       0.039       1.817       5.730        0.21      34613.  
        27.3        0.55      0.6582      0.1120      0.0943       0.045       0.355       0.408      33.599       0.040       1.813       5.503        0.21      34759.  
        29.6        0.60      0.6831      0.1113      0.0978       0.047       0.368       0.405      34.862       0.042       1.802       5.272        0.21      34917.  
        31.8        0.65      0.7047      0.1098      0.1007       0.048       0.379       0.400      35.902       0.043       1.778       5.050        0.21      35086.  
        34.1        0.69      0.7238      0.1071      0.1025       0.049       0.386       0.390      36.537       0.044       1.734       4.841        0.21      35267.  
        36.4        0.74      0.7405      0.1029      0.1026       0.049       0.386       0.374      36.578       0.044       1.665       4.643        0.21      35460.  
        38.7        0.78      0.7556      0.0964      0.1002       0.048       0.377       0.351      35.691       0.043       1.561       4.459        0.21      35664.  
        40.9        0.83      0.7682      0.0891      0.0964       0.046       0.363       0.324      34.363       0.041       1.443       4.282        0.21      35879.  
        43.2        0.88      0.7780      0.0817      0.0921       0.044       0.347       0.297      32.830       0.039       1.323       4.108        0.21      36105.  
        45.5        0.92      0.7863      0.0741      0.0870       0.042       0.328       0.270      31.021       0.037       1.200       3.944        0.21      36342.  
        47.7        0.97      0.7921      0.0664      0.0813       0.039       0.306       0.242      28.967       0.035       1.075       3.784        0.22      36589.  
        50.0        1.02      0.7942      0.0585      0.0749       0.036       0.282       0.213      26.684       0.032       0.948       3.622        0.22      36846.  
        52.3        1.06      0.7915      0.0506      0.0678       0.032       0.255       0.184      24.172       0.029       0.818       3.452        0.22      37114.  
        54.6        1.11      0.7811      0.0424      0.0602       0.029       0.227       0.154      21.449       0.026       0.687       3.265        0.22      37391.  
        56.8        1.15      0.7590      0.0342      0.0520       0.025       0.196       0.124      18.520       0.022       0.553       3.046        0.22      37678.  
        59.1        1.20      0.7168      0.0258      0.0432       0.021       0.163       0.094      15.383       0.018       0.417       2.766        0.22      37974.  
        61.4        1.25      0.6359      0.0173      0.0338       0.016       0.127       0.063      12.051       0.014       0.279       2.363        0.22      38280.  
        63.7        1.29      0.4664      0.0086      0.0240       0.011       0.090       0.031       8.539       0.010       0.140       1.671        0.22      38595.  
        65.9        1.34      0.0001      0.0000      0.0139       0.007       0.053       0.000       4.969       0.006       0.000       0.000        0.22      38918.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.043       0.303       0.508      32.248       0.034       2.259       7.144        0.23      38066.  
         2.6        0.05      0.0781      0.1104      0.0652       0.044       0.311       0.508      33.107       0.035       2.261       6.965        0.23      38073.  
         5.1        0.09      0.1522      0.1105      0.0671       0.046       0.320       0.509      34.039       0.036       2.264       6.783        0.23      38095.  
         7.7        0.14      0.2221      0.1107      0.0691       0.047       0.329       0.510      35.047       0.037       2.268       6.599        0.23      38131.  
        10.2        0.18      0.2878      0.1109      0.0712       0.048       0.339       0.511      36.124       0.038       2.273       6.415        0.23      38182.  
        12.8        0.23      0.3494      0.1112      0.0735       0.050       0.350       0.512      37.270       0.040       2.277       6.231        0.23      38248.  
        15.3        0.28      0.4069      0.1114      0.0759       0.052       0.361       0.513      38.490       0.041       2.282       6.046        0.23      38328.  
        17.9        0.32      0.4601      0.1116      0.0784       0.053       0.374       0.514      39.797       0.042       2.287       5.860        0.23      38422.  
        20.5        0.37      0.5091      0.1119      0.0812       0.055       0.387       0.515      41.200       0.044       2.292       5.673        0.23      38531.  
        23.0        0.42      0.5534      0.1121      0.0842       0.057       0.401       0.516      42.720       0.045       2.297       5.482        0.23      38653.  
        25.6        0.46      0.5930      0.1123      0.0874       0.059       0.417       0.517      44.358       0.047       2.300       5.287        0.23      38790.  
        28.1        0.51      0.6277      0.1123      0.0909       0.062       0.433       0.517      46.107       0.049       2.300       5.087        0.24      38940.  
        30.7        0.55      0.6576      0.1121      0.0945       0.064       0.450       0.516      47.928       0.051       2.296       4.886        0.24      39104.  
        33.3        0.60      0.6825      0.1114      0.0980       0.067       0.467       0.513      49.739       0.053       2.283       4.681        0.24      39282.  
        35.8        0.65      0.7042      0.1100      0.1010       0.069       0.481       0.507      51.241       0.054       2.253       4.485        0.24      39473.  
        38.4        0.69      0.7233      0.1074      0.1028       0.070       0.490       0.494      52.167       0.055       2.200       4.299        0.24      39677.  
        40.9        0.74      0.7401      0.1031      0.1030       0.070       0.491       0.475      52.242       0.055       2.113       4.124        0.24      39893.  
        43.5        0.79      0.7553      0.0967      0.1005       0.068       0.479       0.445      50.985       0.054       1.981       3.961        0.24      40123.  
        46.0        0.83      0.7681      0.0894      0.0967       0.066       0.461       0.412      49.081       0.052       1.831       3.805        0.24      40365.  
        48.6        0.88      0.7780      0.0819      0.0924       0.063       0.440       0.377      46.884       0.050       1.679       3.651        0.24      40619.  
        51.2        0.92      0.7864      0.0743      0.0873       0.059       0.416       0.342      44.302       0.047       1.523       3.506        0.24      40886.  
        53.7        0.97      0.7922      0.0666      0.0815       0.055       0.388       0.307      41.366       0.044       1.364       3.363        0.24      41164.  
        56.3        1.02      0.7944      0.0587      0.0751       0.051       0.358       0.270      38.102       0.040       1.203       3.219        0.24      41453.  
        58.8        1.06      0.7916      0.0507      0.0680       0.046       0.324       0.234      34.516       0.037       1.039       3.069        0.24      41754.  
        61.4        1.11      0.7813      0.0425      0.0603       0.041       0.288       0.196      30.621       0.032       0.872       2.903        0.25      42067.  
        64.0        1.15      0.7593      0.0343      0.0521       0.035       0.248       0.158      26.434       0.028       0.702       2.708        0.25      42390.  
        66.5        1.20      0.7171      0.0258      0.0433       0.029       0.206       0.119      21.952       0.023       0.529       2.459        0.25      42723.  
        69.1        1.25      0.6361      0.0173      0.0339       0.023       0.161       0.080      17.191       0.018       0.354       2.101        0.25      43067.  
        71.6        1.29      0.4667      0.0087      0.0240       0.016       0.114       0.040      12.179       0.013       0.177       1.486        0.25      43421.  
        74.2        1.34      0.0000      0.0000      0.0140       0.010       0.067       0.000       7.086       0.008       0.000       0.000        0.25      43785.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.059       0.374       0.627      44.237       0.042       2.789       6.429        0.26      42295.  
         2.8        0.05      0.0781      0.1104      0.0653       0.061       0.384       0.628      45.415       0.043       2.792       6.268        0.26      42303.  
         5.7        0.09      0.1522      0.1105      0.0671       0.063       0.395       0.628      46.694       0.045       2.795       6.105        0.26      42328.  
         8.5        0.14      0.2221      0.1107      0.0691       0.064       0.406       0.630      48.077       0.046       2.800       5.939        0.26      42368.  
        11.4        0.18      0.2879      0.1109      0.0712       0.066       0.419       0.631      49.562       0.047       2.806       5.773        0.26      42425.  
        14.2        0.23      0.3494      0.1112      0.0735       0.069       0.432       0.632      51.143       0.049       2.812       5.606        0.26      42498.  
        17.1        0.28      0.4068      0.1114      0.0759       0.071       0.447       0.634      52.830       0.050       2.818       5.439        0.26      42587.  
        19.9        0.32      0.4600      0.1117      0.0785       0.073       0.462       0.635      54.636       0.052       2.824       5.271        0.26      42692.  
        22.7        0.37      0.5088      0.1119      0.0813       0.076       0.478       0.636      56.583       0.054       2.831       5.102        0.26      42812.  
        25.6        0.42      0.5530      0.1121      0.0843       0.079       0.496       0.638      58.688       0.056       2.837       4.929        0.26      42948.  
        28.4        0.46      0.5924      0.1123      0.0876       0.082       0.515       0.639      60.960       0.058       2.841       4.752        0.26      43100.  
        31.3        0.51      0.6269      0.1123      0.0911       0.085       0.536       0.639      63.380       0.061       2.842       4.572        0.26      43267.  
        34.1        0.55      0.6568      0.1122      0.0947       0.088       0.557       0.638      65.896       0.063       2.837       4.391        0.26      43450.  
        37.0        0.60      0.6818      0.1116      0.0983       0.092       0.578       0.634      68.400       0.065       2.822       4.207        0.26      43647.  
        39.8        0.65      0.7035      0.1102      0.1013       0.095       0.596       0.626      70.492       0.067       2.787       4.031        0.26      43859.  
        42.7        0.69      0.7228      0.1076      0.1032       0.096       0.607       0.612      71.801       0.069       2.722       3.865        0.26      44086.  
        45.5        0.74      0.7397      0.1034      0.1033       0.096       0.608       0.588      71.922       0.069       2.616       3.709        0.26      44327.  
        48.3        0.79      0.7550      0.0970      0.1009       0.094       0.593       0.551      70.198       0.067       2.453       3.563        0.27      44582.  
        51.2        0.83      0.7680      0.0897      0.0971       0.091       0.571       0.510      67.560       0.065       2.268       3.423        0.27      44851.  
        54.0        0.88      0.7781      0.0822      0.0927       0.087       0.545       0.467      64.530       0.062       2.079       3.285        0.27      45134.  
        56.9        0.92      0.7865      0.0746      0.0876       0.082       0.515       0.424      60.963       0.058       1.886       3.155        0.27      45430.  
        59.7        0.97      0.7923      0.0668      0.0818       0.076       0.481       0.380      56.919       0.054       1.689       3.027        0.27      45739.  
        62.6        1.02      0.7945      0.0589      0.0753       0.070       0.443       0.335      52.437       0.050       1.490       2.897        0.27      46062.  
        65.4        1.06      0.7919      0.0509      0.0682       0.064       0.401       0.289      47.496       0.045       1.286       2.762        0.27      46396.  
        68.2        1.11      0.7816      0.0427      0.0605       0.057       0.356       0.243      42.136       0.040       1.079       2.612        0.27      46743.  
        71.1        1.15      0.7596      0.0344      0.0522       0.049       0.307       0.195      36.362       0.035       0.869       2.437        0.27      47102.  
        73.9        1.20      0.7173      0.0259      0.0434       0.040       0.255       0.147      30.184       0.029       0.655       2.213        0.28      47473.  
        76.8        1.25      0.6365      0.0173      0.0340       0.032       0.200       0.099      23.633       0.023       0.438       1.891        0.28      47855.  
        79.6        1.29      0.4670      0.0087      0.0240       0.022       0.141       0.049      16.736       0.016       0.220       1.338        0.28      48249.  
        82.5        1.34     -0.0005      0.0000      0.0140       0.013       0.082       0.000       9.736       0.009       0.000      -0.001        0.28      48653.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.079       0.452       0.759      58.879       0.051       3.375       5.845        0.28      46525.  
         3.1        0.05      0.0781      0.1104      0.0653       0.081       0.464       0.759      60.448       0.052       3.378       5.699        0.28      46534.  
         6.3        0.09      0.1521      0.1105      0.0671       0.083       0.478       0.760      62.151       0.054       3.382       5.550        0.28      46560.  
         9.4        0.14      0.2220      0.1107      0.0691       0.086       0.492       0.762      63.996       0.056       3.388       5.399        0.28      46605.  
        12.5        0.18      0.2877      0.1109      0.0712       0.088       0.507       0.763      65.984       0.057       3.395       5.247        0.28      46667.  
        15.6        0.23      0.3492      0.1112      0.0735       0.091       0.523       0.765      68.093       0.059       3.403       5.096        0.28      46747.  
        18.8        0.28      0.4067      0.1114      0.0759       0.094       0.540       0.767      70.332       0.061       3.411       4.945        0.28      46845.  
        21.9        0.32      0.4601      0.1117      0.0785       0.097       0.559       0.769      72.701       0.063       3.419       4.795        0.29      46960.  
        25.0        0.37      0.5093      0.1120      0.0812       0.101       0.578       0.770      75.240       0.065       3.427       4.644        0.29      47093.  
        28.1        0.42      0.5540      0.1122      0.0842       0.105       0.599       0.772      77.988       0.068       3.434       4.491        0.29      47243.  
        31.3        0.46      0.5940      0.1124      0.0874       0.109       0.622       0.773      80.951       0.070       3.440       4.333        0.29      47410.  
        34.4        0.51      0.6291      0.1125      0.0908       0.113       0.646       0.774      84.120       0.073       3.442       4.173        0.29      47593.  
        37.5        0.55      0.6593      0.1123      0.0944       0.117       0.672       0.773      87.462       0.076       3.438       4.008        0.29      47794.  
        40.6        0.60      0.6840      0.1118      0.0981       0.122       0.698       0.769      90.871       0.079       3.421       3.839        0.29      48011.  
        43.8        0.65      0.7053      0.1105      0.1012       0.126       0.721       0.760      93.790       0.081       3.381       3.676        0.29      48244.  
        46.9        0.69      0.7242      0.1080      0.1033       0.128       0.735       0.743      95.656       0.083       3.304       3.522        0.29      48493.  
        50.0        0.74      0.7408      0.1038      0.1036       0.129       0.737       0.714      95.932       0.083       3.178       3.378        0.29      48758.  
        53.2        0.78      0.7557      0.0974      0.1012       0.126       0.720       0.670      93.743       0.081       2.981       3.243        0.29      49039.  
        56.3        0.83      0.7682      0.0901      0.0974       0.121       0.694       0.620      90.277       0.078       2.757       3.114        0.29      49334.  
        59.4        0.88      0.7780      0.0826      0.0931       0.116       0.663       0.568      86.260       0.075       2.527       2.987        0.29      49645.  
        62.5        0.92      0.7865      0.0749      0.0880       0.109       0.626       0.515      81.500       0.071       2.293       2.869        0.30      49971.  
        65.7        0.97      0.7924      0.0671      0.0822       0.102       0.585       0.462      76.106       0.066       2.055       2.753        0.30      50311.  
        68.8        1.02      0.7947      0.0592      0.0757       0.094       0.539       0.407      70.112       0.061       1.812       2.635        0.30      50665.  
        71.9        1.06      0.7922      0.0511      0.0686       0.085       0.488       0.352      63.518       0.055       1.565       2.513        0.30      51032.  
        75.0        1.11      0.7821      0.0429      0.0608       0.076       0.433       0.295      56.365       0.049       1.314       2.377        0.30      51414.  
        78.2        1.15      0.7603      0.0346      0.0525       0.065       0.374       0.238      48.647       0.042       1.058       2.219        0.30      51808.  
        81.3        1.20      0.7183      0.0261      0.0436       0.054       0.310       0.179      40.384       0.035       0.798       2.016        0.30      52216.  
        84.4        1.25      0.6378      0.0175      0.0341       0.042       0.243       0.120      31.602       0.027       0.534       1.723        0.31      52636.  
        87.5        1.29      0.4688      0.0088      0.0241       0.030       0.172       0.060      22.364       0.019       0.268       1.221        0.31      53069.  
        90.7        1.34     -0.0001      0.0000      0.0140       0.017       0.100       0.000      12.964       0.011       0.000       0.000        0.31      53513.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.103       0.538       0.903      76.441       0.061       4.016       5.358        0.31      50754.  
         3.4        0.05      0.0781      0.1104      0.0653       0.105       0.553       0.904      78.483       0.062       4.020       5.223        0.31      50764.  
         6.8        0.09      0.1522      0.1105      0.0671       0.108       0.568       0.905      80.701       0.064       4.025       5.086        0.31      50793.  
        10.2        0.14      0.2221      0.1107      0.0691       0.111       0.585       0.907      83.108       0.066       4.032       4.948        0.31      50842.  
        13.7        0.18      0.2877      0.1109      0.0713       0.115       0.604       0.908      85.712       0.068       4.041       4.807        0.31      50910.  
        17.1        0.23      0.3492      0.1112      0.0736       0.119       0.623       0.911      88.486       0.070       4.050       4.667        0.31      50997.  
        20.5        0.28      0.4065      0.1115      0.0760       0.123       0.644       0.913      91.424       0.073       4.060       4.528        0.31      51104.  
        23.9        0.32      0.4597      0.1117      0.0786       0.127       0.666       0.915      94.543       0.075       4.070       4.390        0.31      51230.  
        27.3        0.37      0.5088      0.1120      0.0814       0.131       0.689       0.917      97.870       0.078       4.080       4.251        0.31      51375.  
        30.7        0.42      0.5533      0.1123      0.0844       0.136       0.715       0.919     101.471       0.081       4.089       4.109        0.31      51538.  
        34.1        0.46      0.5933      0.1125      0.0876       0.141       0.742       0.921     105.341       0.084       4.096       3.965        0.31      51721.  
        37.5        0.51      0.6285      0.1126      0.0910       0.147       0.771       0.922     109.475       0.087       4.100       3.819        0.31      51921.  
        41.0        0.55      0.6587      0.1124      0.0946       0.153       0.802       0.921     113.831       0.091       4.095       3.669        0.31      52140.  
        44.4        0.60      0.6835      0.1119      0.0984       0.159       0.833       0.917     118.295       0.094       4.077       3.514        0.32      52377.  
        47.8        0.65      0.7049      0.1107      0.1016       0.164       0.860       0.906     122.150       0.097       4.031       3.365        0.32      52632.  
        51.2        0.69      0.7239      0.1082      0.1036       0.167       0.878       0.886     124.640       0.099       3.942       3.225        0.32      52904.  
        54.6        0.74      0.7405      0.1042      0.1040       0.168       0.881       0.853     125.044       0.100       3.793       3.094        0.32      53193.  
        58.0        0.79      0.7556      0.0978      0.1016       0.164       0.861       0.800     122.213       0.097       3.560       2.971        0.32      53500.  
        61.4        0.83      0.7682      0.0904      0.0978       0.158       0.829       0.740     117.677       0.094       3.292       2.852        0.32      53823.  
        64.8        0.88      0.7780      0.0828      0.0935       0.151       0.792       0.678     112.431       0.089       3.018       2.737        0.32      54162.  
        68.3        0.92      0.7866      0.0752      0.0883       0.142       0.748       0.616     106.212       0.085       2.738       2.629        0.32      54518.  
        71.7        0.97      0.7926      0.0674      0.0825       0.133       0.698       0.552      99.173       0.079       2.453       2.523        0.32      54889.  
        75.1        1.02      0.7949      0.0594      0.0760       0.123       0.643       0.486      91.353       0.073       2.164       2.415        0.33      55275.  
        78.5        1.06      0.7924      0.0513      0.0688       0.111       0.583       0.420      82.743       0.066       1.868       2.303        0.33      55677.  
        81.9        1.11      0.7823      0.0431      0.0610       0.098       0.517       0.353      73.407       0.058       1.568       2.179        0.33      56094.  
        85.3        1.16      0.7605      0.0347      0.0527       0.085       0.446       0.284      63.335       0.050       1.263       2.033        0.33      56524.  
        88.7        1.20      0.7184      0.0261      0.0437       0.070       0.370       0.214      52.536       0.042       0.951       1.847        0.33      56970.  
        92.1        1.25      0.6375      0.0174      0.0341       0.055       0.289       0.143      41.062       0.033       0.635       1.578        0.33      57428.  
        95.6        1.29      0.4668      0.0087      0.0241       0.039       0.204       0.071      28.981       0.023       0.317       1.114        0.33      57901.  
        99.0        1.34     -0.0001      0.0000      0.0140       0.023       0.119       0.000      16.870       0.013       0.000       0.000        0.34      58386.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      13000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.130       0.632       1.060      97.224       0.071       4.714       4.944        0.34      54984.  
         3.7        0.05      0.0780      0.1104      0.0653       0.134       0.649       1.061      99.830       0.073       4.718       4.819        0.34      54994.  
         7.4        0.09      0.1520      0.1105      0.0671       0.138       0.667       1.062     102.657       0.075       4.724       4.692        0.34      55026.  
        11.1        0.14      0.2217      0.1107      0.0691       0.142       0.687       1.064     105.713       0.078       4.732       4.565        0.34      55078.  
        14.8        0.18      0.2873      0.1109      0.0713       0.146       0.709       1.066     109.013       0.080       4.742       4.436        0.34      55152.  
        18.5        0.23      0.3488      0.1112      0.0736       0.151       0.732       1.069     112.527       0.083       4.754       4.308        0.34      55247.  
        22.2        0.28      0.4062      0.1115      0.0760       0.156       0.756       1.071     116.228       0.085       4.766       4.181        0.34      55362.  
