# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0946,0.0324,2724.042,3.717,127.771
1.4,0.02,0.0650,0.0934,0.0327,2750.887,3.752,126.112
2.8,0.05,0.1271,0.0920,0.0330,2774.004,3.784,124.288
4.2,0.07,0.1863,0.0906,0.0332,2794.137,3.811,122.299
5.7,0.09,0.2426,0.0890,0.0334,2809.797,3.833,120.133
7.1,0.11,0.2962,0.0872,0.0336,2820.983,3.849,117.784
8.5,0.14,0.3469,0.0853,0.0336,2827.694,3.857,115.240
9.9,0.16,0.3950,0.0833,0.0337,2827.694,3.858,112.482
11.4,0.18,0.4404,0.0811,0.0336,2821.728,3.850,109.515
12.8,0.21,0.4833,0.0787,0.0334,2809.051,3.832,106.339
14.2,0.23,0.5236,0.0762,0.0332,2788.918,3.804,102.923
15.6,0.25,0.5615,0.0735,0.0328,2759.090,3.764,99.280
17.0,0.27,0.5970,0.0706,0.0324,2720.313,3.711,95.397
18.5,0.30,0.6301,0.0676,0.0318,2671.097,3.644,91.260
19.8,0.32,0.6610,0.0643,0.0311,2609.204,3.560,86.838
21.3,0.34,0.6898,0.0608,0.0301,2530.905,3.452,82.034
22.7,0.36,0.7164,0.0570,0.0290,2438.439,3.326,76.963
24.1,0.39,0.7408,0.0531,0.0278,2336.278,3.187,71.759
25.5,0.41,0.7628,0.0492,0.0265,2223.677,3.034,66.425
27.0,0.43,0.7822,0.0451,0.0250,2100.637,2.866,60.958
28.4,0.46,0.7987,0.0410,0.0234,1967.902,2.684,55.389
29.8,0.48,0.8118,0.0368,0.0217,1823.982,2.488,49.700
31.2,0.50,0.8210,0.0325,0.0199,1668.876,2.277,43.899
32.6,0.52,0.8251,0.0281,0.0179,1501.840,2.049,37.983
34.1,0.55,0.8216,0.0237,0.0158,1323.617,1.806,31.938
35.5,0.57,0.8077,0.0191,0.0135,1132.718,1.545,25.791
36.9,0.59,0.7765,0.0145,0.0110,927.651,1.265,19.523
38.3,0.62,0.7098,0.0097,0.0084,709.161,0.967,13.140
39.7,0.64,0.5502,0.0049,0.0057,478.739,0.653,6.628
41.1,0.66,0.0000,0.0000,0.0028,239.370,0.326,0.000
