# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0922,0.0491,768.817,1.836,40.666
0.8,0.02,0.0450,0.0910,0.0473,741.971,1.771,40.105
1.7,0.05,0.0919,0.0896,0.0457,715.872,1.709,39.491
2.5,0.07,0.1405,0.0880,0.0440,690.518,1.649,38.820
3.4,0.09,0.1905,0.0864,0.0425,665.910,1.591,38.090
4.2,0.12,0.2416,0.0846,0.0410,642.793,1.535,37.298
5.0,0.14,0.2935,0.0826,0.0396,620.422,1.481,36.435
5.8,0.16,0.3457,0.0805,0.0382,598.797,1.429,35.501
6.7,0.19,0.3976,0.0782,0.0369,577.917,1.380,34.500
7.5,0.21,0.4486,0.0758,0.0356,558.529,1.334,33.433
8.3,0.23,0.4984,0.0732,0.0344,539.141,1.288,32.276
9.2,0.26,0.5459,0.0704,0.0332,521.244,1.244,31.049
10.0,0.28,0.5905,0.0674,0.0321,503.347,1.201,29.723
10.8,0.30,0.6309,0.0642,0.0310,486.196,1.160,28.313
11.7,0.33,0.6658,0.0608,0.0299,469.045,1.120,26.787
12.5,0.35,0.6946,0.0573,0.0290,454.131,1.084,25.248
13.3,0.37,0.7199,0.0537,0.0279,438.472,1.046,23.673
14.2,0.40,0.7429,0.0500,0.0268,420.575,1.004,22.059
15.0,0.42,0.7632,0.0463,0.0256,401.187,0.957,20.408
15.8,0.45,0.7806,0.0425,0.0242,379.561,0.906,18.723
16.7,0.47,0.7952,0.0385,0.0227,355.699,0.850,16.997
17.5,0.49,0.8062,0.0345,0.0211,330.345,0.789,15.226
18.3,0.52,0.8132,0.0305,0.0193,302.754,0.722,13.429
19.2,0.54,0.8137,0.0263,0.0174,272.926,0.652,11.601
20.0,0.56,0.8038,0.0221,0.0154,242.352,0.578,9.733
20.8,0.59,0.7793,0.0178,0.0134,209.542,0.500,7.838
21.6,0.61,0.7323,0.0134,0.0111,174.494,0.417,5.912
22.5,0.63,0.6496,0.0090,0.0087,137.209,0.327,3.954
23.3,0.66,0.4741,0.0045,0.0062,96.941,0.232,1.975
24.1,0.68,-0.0094,-0.0001,0.0036,56.673,0.135,-0.022
