# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1196,0.0682,388.510,0.109,9.968
3.1,0.05,0.0781,0.1198,0.0703,400.441,0.113,9.986
6.3,0.09,0.1517,0.1200,0.0726,413.863,0.116,10.004
9.4,0.14,0.2206,0.1202,0.0750,427.286,0.120,10.022
12.6,0.18,0.2849,0.1205,0.0776,442.200,0.124,10.044
15.7,0.23,0.3449,0.1208,0.0803,457.860,0.129,10.071
18.8,0.28,0.4005,0.1211,0.0832,474.265,0.133,10.093
21.9,0.32,0.4519,0.1214,0.0863,492.162,0.138,10.124
25.1,0.37,0.4993,0.1218,0.0895,510.059,0.143,10.151
28.2,0.41,0.5430,0.1221,0.0929,529.447,0.149,10.186
31.4,0.46,0.5832,0.1225,0.0964,549.581,0.154,10.218
34.5,0.50,0.6202,0.1229,0.1000,570.460,0.160,10.253
37.6,0.55,0.6543,0.1231,0.1035,590.594,0.166,10.262
40.8,0.60,0.6860,0.1226,0.1066,607.745,0.171,10.226
43.9,0.64,0.7153,0.1214,0.1090,621.168,0.174,10.120
47.0,0.69,0.7421,0.1193,0.1106,630.116,0.177,9.946
50.2,0.73,0.7666,0.1162,0.1112,633.845,0.178,9.688
53.3,0.78,0.7897,0.1108,0.1094,623.405,0.175,9.239
56.5,0.83,0.8117,0.1024,0.1042,594.323,0.167,8.541
59.6,0.87,0.8310,0.0938,0.0984,561.512,0.158,7.824
62.7,0.92,0.8484,0.0850,0.0919,524.227,0.147,7.086
65.8,0.96,0.8631,0.0760,0.0849,483.959,0.136,6.343
69.0,1.01,0.8757,0.0669,0.0771,439.217,0.123,5.574
72.2,1.06,0.8850,0.0576,0.0687,391.492,0.110,4.809
75.3,1.10,0.8917,0.0483,0.0597,340.039,0.096,4.030
78.4,1.15,0.8936,0.0389,0.0499,284.857,0.080,3.247
81.5,1.19,0.8878,0.0295,0.0396,225.947,0.063,2.460
84.7,1.24,0.8593,0.0190,0.0274,156.597,0.044,1.588
87.8,1.28,0.7367,0.0095,0.0166,94.704,0.027,0.792
91.0,1.33,0.0591,0.0004,0.0086,49.216,0.014,0.031
