# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0922,0.0416,95.450,0.305,9.826
0.8,0.03,0.0753,0.0923,0.0429,98.432,0.314,9.835
1.5,0.07,0.1462,0.0924,0.0442,101.415,0.323,9.848
2.3,0.10,0.2130,0.0925,0.0455,104.398,0.333,9.857
3.0,0.14,0.2756,0.0926,0.0470,108.126,0.344,9.866
3.8,0.17,0.3342,0.0927,0.0485,111.109,0.355,9.875
4.5,0.21,0.3888,0.0927,0.0500,114.838,0.366,9.880
5.3,0.24,0.4398,0.0927,0.0515,118.566,0.377,9.871
6.0,0.28,0.4872,0.0924,0.0530,121.549,0.388,9.844
6.8,0.31,0.5314,0.0919,0.0543,125.278,0.398,9.786
7.6,0.35,0.5724,0.0910,0.0555,127.515,0.406,9.693
8.3,0.38,0.6104,0.0897,0.0565,129.752,0.413,9.555
9.0,0.42,0.6455,0.0880,0.0572,131.243,0.418,9.372
9.8,0.45,0.6777,0.0858,0.0575,131.989,0.421,9.141
10.6,0.49,0.7073,0.0831,0.0575,131.989,0.421,8.856
11.3,0.52,0.7341,0.0798,0.0570,131.243,0.417,8.505
12.1,0.56,0.7582,0.0759,0.0559,128.260,0.409,8.082
12.8,0.59,0.7797,0.0709,0.0540,124.532,0.395,7.553
13.6,0.63,0.7982,0.0656,0.0517,118.566,0.378,6.988
14.3,0.66,0.8139,0.0602,0.0491,112.601,0.359,6.405
15.1,0.70,0.8267,0.0546,0.0461,105.889,0.338,5.818
15.8,0.73,0.8367,0.0489,0.0429,98.432,0.314,5.213
16.6,0.77,0.8437,0.0431,0.0393,90.230,0.288,4.595
17.3,0.80,0.8464,0.0372,0.0353,81.281,0.259,3.968
18.1,0.84,0.8430,0.0312,0.0311,71.587,0.227,3.327
18.9,0.87,0.8309,0.0251,0.0264,60.402,0.193,2.678
19.6,0.91,0.8001,0.0189,0.0215,49.216,0.157,2.015
20.3,0.94,0.7295,0.0127,0.0164,38.031,0.120,1.348
21.1,0.98,0.5595,0.0064,0.0111,25.354,0.081,0.676
21.9,1.01,-0.0037,0.0000,0.0058,13.423,0.042,-0.004
