# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0944,0.0730,784.476,0.340,15.547
2.4,0.04,0.0480,0.0945,0.0728,781.493,0.339,15.560
4.8,0.07,0.0963,0.0946,0.0726,779.256,0.338,15.569
7.2,0.11,0.1448,0.0946,0.0724,777.765,0.337,15.578
9.7,0.15,0.1936,0.0946,0.0723,775.528,0.337,15.578
12.1,0.18,0.2423,0.0946,0.0721,774.036,0.336,15.573
14.4,0.22,0.2911,0.0945,0.0720,772.545,0.335,15.560
16.9,0.26,0.3399,0.0944,0.0718,771.054,0.335,15.538
19.3,0.30,0.3888,0.0941,0.0716,768.817,0.334,15.502
21.7,0.33,0.4375,0.0939,0.0714,765.834,0.333,15.458
24.1,0.37,0.4862,0.0935,0.0711,762.851,0.331,15.391
26.5,0.41,0.5345,0.0930,0.0707,759.122,0.330,15.311
28.9,0.44,0.5831,0.0923,0.0702,753.157,0.327,15.195
31.3,0.48,0.6314,0.0913,0.0695,745.700,0.324,15.031
33.8,0.52,0.6776,0.0883,0.0674,724.075,0.314,14.541
36.2,0.55,0.7185,0.0837,0.0646,692.755,0.301,13.776
38.5,0.59,0.7473,0.0784,0.0621,665.910,0.289,12.913
40.9,0.63,0.7710,0.0731,0.0596,639.810,0.278,12.037
43.4,0.67,0.7931,0.0676,0.0567,609.237,0.264,11.138
45.8,0.70,0.8124,0.0621,0.0537,576.426,0.250,10.222
48.2,0.74,0.8293,0.0564,0.0503,539.887,0.234,9.288
50.6,0.78,0.8432,0.0506,0.0466,500.365,0.217,8.332
53.0,0.81,0.8544,0.0447,0.0425,456.368,0.198,7.357
55.4,0.85,0.8626,0.0386,0.0381,408.644,0.177,6.357
57.8,0.89,0.8648,0.0324,0.0333,357.190,0.155,5.342
60.3,0.92,0.8618,0.0261,0.0280,300.517,0.131,4.306
62.7,0.96,0.8475,0.0198,0.0224,240.861,0.105,3.256
65.0,1.00,0.8061,0.0133,0.0165,177.477,0.077,2.197
67.5,1.03,0.6821,0.0068,0.0102,109.618,0.048,1.112
69.9,1.07,-0.0078,0.0000,0.0045,48.470,0.021,-0.004
