# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1389,    0.0644,    2638.286,    1.800,    79.997
1.9,    0.03,    0.0567,    0.1385,    0.0648,    2653.946,    1.810,    79.766
3.8,    0.05,    0.1123,    0.1379,    0.0651,    2665.877,    1.818,    79.410
5.7,    0.08,    0.1669,    0.1361,    0.0648,    2656.183,    1.812,    78.378
7.6,    0.11,    0.2204,    0.1339,    0.0644,    2638.286,    1.800,    77.092
9.4,    0.13,    0.2724,    0.1313,    0.0639,    2616.661,    1.785,    75.611
11.3,    0.16,    0.3220,    0.1284,    0.0634,    2598.764,    1.772,    73.965
13.2,    0.19,    0.3697,    0.1253,    0.0629,    2576.393,    1.757,    72.159
15.1,    0.21,    0.4153,    0.1219,    0.0622,    2549.548,    1.739,    70.188
17.0,    0.24,    0.4589,    0.1182,    0.0615,    2516.737,    1.717,    68.067
18.9,    0.27,    0.5006,    0.1142,    0.0605,    2477.215,    1.690,    65.780
20.7,    0.29,    0.5400,    0.1100,    0.0594,    2433.219,    1.660,    63.343
22.6,    0.32,    0.5769,    0.1055,    0.0582,    2382.511,    1.625,    60.745
24.5,    0.34,    0.6115,    0.1007,    0.0568,    2324.346,    1.586,    57.987
26.4,    0.37,    0.6439,    0.0956,    0.0551,    2256.488,    1.539,    55.051
28.3,    0.40,    0.6744,    0.0902,    0.0532,    2178.935,    1.486,    51.964
30.2,    0.42,    0.7027,    0.0847,    0.0511,    2093.925,    1.428,    48.775
32.1,    0.45,    0.7290,    0.0790,    0.0489,    2000.713,    1.365,    45.505
33.9,    0.48,    0.7534,    0.0732,    0.0464,    1899.298,    1.296,    42.160
35.8,    0.50,    0.7760,    0.0672,    0.0437,    1788.188,    1.220,    38.726
37.7,    0.53,    0.7964,    0.0612,    0.0407,    1668.131,    1.138,    35.221
39.6,    0.56,    0.8139,    0.0549,    0.0376,    1539.125,    1.050,    31.636
41.5,    0.58,    0.8280,    0.0486,    0.0342,    1401.170,    0.956,    27.970
43.4,    0.61,    0.8377,    0.0420,    0.0306,    1253.521,    0.855,    24.216
45.2,    0.64,    0.8412,    0.0354,    0.0268,    1096.179,    0.748,    20.382
47.1,    0.66,    0.8360,    0.0286,    0.0227,    929.142,    0.634,    16.481
49.0,    0.69,    0.8167,    0.0217,    0.0183,    749.428,    0.511,    12.486
50.9,    0.72,    0.7681,    0.0146,    0.0136,    557.784,    0.380,    8.416
52.8,    0.74,    0.6296,    0.0074,    0.0087,    355.699,    0.243,    4.248
54.7,    0.77,    -0.0059,    0.0000,    0.0041,    169.274,    0.115,    -0.018
