# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1392,    0.0599,    3014.865,    1.919,    91.998
2.0,    0.03,    0.0602,    0.1390,    0.0612,    3083.469,    1.963,    91.891
4.0,    0.05,    0.1175,    0.1388,    0.0626,    3153.565,    2.008,    91.753
6.0,    0.08,    0.1720,    0.1384,    0.0639,    3221.423,    2.051,    91.504
8.1,    0.11,    0.2245,    0.1366,    0.0645,    3249.760,    2.069,    90.339
10.1,    0.13,    0.2749,    0.1341,    0.0646,    3254.980,    2.072,    88.653
12.1,    0.16,    0.3233,    0.1312,    0.0645,    3250.506,    2.069,    86.758
14.1,    0.19,    0.3697,    0.1281,    0.0642,    3236.337,    2.060,    84.663
16.1,    0.21,    0.4142,    0.1246,    0.0638,    3211.729,    2.045,    82.372
18.1,    0.24,    0.4569,    0.1208,    0.0631,    3176.681,    2.022,    79.877
20.2,    0.26,    0.4978,    0.1168,    0.0621,    3130.448,    1.993,    77.190
22.2,    0.29,    0.5367,    0.1124,    0.0610,    3075.266,    1.958,    74.321
24.2,    0.32,    0.5736,    0.1078,    0.0597,    3009.645,    1.916,    71.265
26.2,    0.34,    0.6081,    0.1030,    0.0583,    2937.312,    1.870,    68.062
28.3,    0.37,    0.6403,    0.0978,    0.0567,    2853.793,    1.817,    64.655
30.3,    0.40,    0.6708,    0.0923,    0.0547,    2755.361,    1.754,    61.034
32.3,    0.42,    0.6995,    0.0867,    0.0525,    2645.743,    1.684,    57.302
34.3,    0.45,    0.7260,    0.0809,    0.0502,    2527.923,    1.609,    53.472
36.3,    0.48,    0.7506,    0.0749,    0.0476,    2398.916,    1.527,    49.549
38.4,    0.50,    0.7735,    0.0689,    0.0449,    2259.471,    1.438,    45.563
40.4,    0.53,    0.7942,    0.0627,    0.0418,    2108.094,    1.342,    41.462
42.4,    0.56,    0.8123,    0.0564,    0.0386,    1945.531,    1.238,    37.272
44.4,    0.58,    0.8272,    0.0499,    0.0352,    1771.037,    1.127,    32.984
46.4,    0.61,    0.8377,    0.0432,    0.0315,    1584.612,    1.009,    28.589
48.5,    0.64,    0.8422,    0.0365,    0.0275,    1386.256,    0.883,    24.096
50.5,    0.66,    0.8378,    0.0295,    0.0233,    1174.477,    0.748,    19.501
52.5,    0.69,    0.8196,    0.0224,    0.0188,    947.039,    0.603,    14.790
54.5,    0.72,    0.7658,    0.0151,    0.0141,    709.906,    0.452,    9.968
56.5,    0.74,    0.6152,    0.0076,    0.0092,    463.080,    0.295,    5.044
58.6,    0.77,    -0.0039,    0.0000,    0.0046,    233.404,    0.149,    -0.013
