# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1133,0.1059,4823.932,4.607,81.260
2.2,0.04,0.0386,0.1134,0.1042,4744.888,4.531,81.354
4.5,0.07,0.0788,0.1135,0.1023,4659.133,4.449,81.434
6.8,0.11,0.1206,0.1136,0.1003,4568.157,4.362,81.487
9.0,0.14,0.1643,0.1136,0.0982,4471.962,4.271,81.514
11.3,0.18,0.2100,0.1136,0.0960,4372.038,4.175,81.505
13.5,0.21,0.2578,0.1135,0.0938,4270.623,4.078,81.447
15.8,0.25,0.3078,0.1134,0.0915,4167.717,3.980,81.331
18.0,0.28,0.3596,0.1131,0.0893,4067.793,3.885,81.153
20.3,0.32,0.4134,0.1128,0.0871,3968.615,3.790,80.900
22.5,0.35,0.4686,0.1123,0.0850,3873.911,3.699,80.553
24.8,0.39,0.5247,0.1116,0.0830,3781.444,3.611,80.050
27.0,0.43,0.5809,0.1104,0.0809,3685.994,3.520,79.178
29.3,0.46,0.6345,0.1076,0.0782,3563.700,3.403,77.190
31.6,0.50,0.6825,0.1037,0.0755,3437.676,3.283,74.379
33.8,0.53,0.7212,0.0989,0.0730,3324.330,3.174,70.940
36.0,0.57,0.7537,0.0933,0.0703,3202.035,3.058,66.941
38.3,0.60,0.7816,0.0870,0.0671,3058.115,2.921,62.404
40.5,0.64,0.8053,0.0805,0.0638,2907.484,2.777,57.733
42.8,0.67,0.8262,0.0739,0.0603,2745.667,2.622,52.983
45.1,0.71,0.8452,0.0671,0.0563,2566.699,2.451,48.139
47.3,0.75,0.8620,0.0602,0.0520,2370.580,2.264,43.188
49.6,0.78,0.8770,0.0531,0.0473,2154.327,2.058,38.121
51.8,0.82,0.8896,0.0459,0.0421,1918.686,1.832,32.939
54.1,0.85,0.8978,0.0386,0.0366,1665.894,1.591,27.659
56.3,0.89,0.8986,0.0311,0.0307,1398.187,1.335,22.308
58.6,0.92,0.8861,0.0235,0.0245,1114.821,1.064,16.859
60.8,0.96,0.8450,0.0158,0.0179,816.541,0.780,11.347
63.1,0.99,0.7104,0.0080,0.0111,507.076,0.484,5.712
65.4,1.03,-0.0086,0.0000,0.0049,225.201,0.215,-0.031
