# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0771,0.0243,66.367,0.127,7.682
0.5,0.02,0.0572,0.0756,0.0244,66.367,0.127,7.535
1.0,0.04,0.1116,0.0740,0.0244,67.113,0.127,7.375
1.5,0.06,0.1635,0.0724,0.0245,67.113,0.128,7.211
2.0,0.07,0.2126,0.0706,0.0245,67.113,0.128,7.037
2.5,0.09,0.2591,0.0688,0.0245,67.113,0.128,6.859
3.0,0.11,0.3030,0.0669,0.0244,66.367,0.127,6.668
3.5,0.13,0.3443,0.0649,0.0243,66.367,0.127,6.468
4.0,0.15,0.3829,0.0628,0.0242,66.367,0.126,6.259
4.6,0.17,0.4187,0.0606,0.0240,65.622,0.125,6.041
5.1,0.18,0.4520,0.0583,0.0238,64.876,0.124,5.814
5.5,0.20,0.4827,0.0559,0.0235,64.130,0.122,5.569
6.1,0.22,0.5109,0.0534,0.0231,63.384,0.121,5.320
6.6,0.24,0.5365,0.0508,0.0227,61.893,0.118,5.062
7.1,0.26,0.5599,0.0481,0.0222,60.402,0.116,4.795
7.6,0.28,0.5808,0.0454,0.0216,58.910,0.113,4.524
8.1,0.29,0.5989,0.0426,0.0210,57.419,0.109,4.244
8.6,0.31,0.6142,0.0397,0.0203,55.182,0.106,3.959
9.1,0.33,0.6268,0.0368,0.0195,52.945,0.102,3.665
9.6,0.35,0.6370,0.0338,0.0186,50.708,0.097,3.367
10.1,0.37,0.6442,0.0307,0.0176,47.725,0.092,3.060
10.6,0.39,0.6483,0.0276,0.0165,44.742,0.086,2.745
11.1,0.41,0.6477,0.0243,0.0152,41.759,0.079,2.424
11.6,0.42,0.6397,0.0211,0.0139,38.031,0.073,2.100
12.1,0.44,0.6222,0.0177,0.0126,34.302,0.066,1.761
12.6,0.46,0.5913,0.0143,0.0111,30.574,0.058,1.423
13.1,0.48,0.5396,0.0108,0.0096,26.099,0.050,1.072
13.6,0.50,0.4515,0.0072,0.0080,21.625,0.042,0.721
14.1,0.52,0.2948,0.0036,0.0063,17.151,0.033,0.360
14.7,0.53,-0.0016,0.0000,0.0048,12.677,0.025,0.000
