# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0913,0.0344,117.075,0.093,7.633
1.0,0.02,0.0622,0.0899,0.0347,117.821,0.094,7.517
2.0,0.05,0.1216,0.0883,0.0348,118.566,0.094,7.384
2.9,0.07,0.1781,0.0865,0.0349,118.566,0.094,7.233
3.9,0.10,0.2319,0.0845,0.0350,118.566,0.095,7.064
4.9,0.12,0.2828,0.0823,0.0349,118.566,0.094,6.881
5.9,0.14,0.3310,0.0800,0.0348,117.821,0.094,6.681
6.8,0.17,0.3765,0.0774,0.0345,117.075,0.093,6.468
7.8,0.19,0.4191,0.0747,0.0342,116.329,0.092,6.245
8.8,0.22,0.4588,0.0720,0.0339,114.838,0.092,6.018
9.7,0.24,0.4956,0.0692,0.0335,113.346,0.091,5.783
10.7,0.26,0.5295,0.0663,0.0330,111.855,0.089,5.542
11.7,0.29,0.5606,0.0633,0.0325,110.364,0.088,5.293
12.7,0.31,0.5889,0.0603,0.0319,108.126,0.086,5.035
13.6,0.34,0.6145,0.0571,0.0312,105.889,0.084,4.773
14.6,0.36,0.6370,0.0539,0.0304,103.652,0.082,4.506
15.6,0.38,0.6568,0.0506,0.0295,100.669,0.080,4.226
16.6,0.41,0.6743,0.0472,0.0285,96.941,0.077,3.941
17.5,0.43,0.6894,0.0437,0.0273,93.212,0.074,3.652
18.5,0.46,0.7019,0.0401,0.0260,88.738,0.070,3.350
19.5,0.48,0.7105,0.0365,0.0246,83.518,0.067,3.047
20.5,0.50,0.7161,0.0327,0.0230,78.298,0.062,2.736
21.5,0.53,0.7188,0.0289,0.0212,72.333,0.057,2.420
22.4,0.55,0.7170,0.0251,0.0193,65.622,0.052,2.095
23.4,0.58,0.7075,0.0211,0.0171,58.165,0.046,1.761
24.4,0.60,0.6856,0.0170,0.0149,50.708,0.040,1.419
25.3,0.62,0.6448,0.0128,0.0124,42.505,0.034,1.072
26.3,0.65,0.5685,0.0086,0.0098,33.556,0.026,0.721
27.3,0.67,0.4062,0.0043,0.0071,24.608,0.019,0.360
28.3,0.70,-0.0039,0.0000,0.0047,15.660,0.013,0.000
