# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1040,    0.0696,    1091.705,    2.606,    45.834
0.9,    0.03,    0.0415,    0.1033,    0.0662,    1038.014,    2.478,    45.550
1.9,    0.05,    0.0868,    0.1024,    0.0627,    983.578,    2.349,    45.149
2.8,    0.08,    0.1361,    0.1012,    0.0593,    929.888,    2.221,    44.611
3.8,    0.11,    0.1892,    0.0996,    0.0561,    879.180,    2.098,    43.931
4.7,    0.13,    0.2449,    0.0978,    0.0531,    832.947,    1.988,    43.112
5.7,    0.16,    0.3018,    0.0956,    0.0506,    793.425,    1.894,    42.165
6.6,    0.19,    0.3579,    0.0932,    0.0485,    760.614,    1.816,    41.102
7.6,    0.21,    0.4122,    0.0906,    0.0468,    733.023,    1.751,    39.936
8.5,    0.24,    0.4641,    0.0877,    0.0453,    709.161,    1.694,    38.673
9.5,    0.27,    0.5131,    0.0846,    0.0439,    688.281,    1.643,    37.325
10.4,    0.29,    0.5592,    0.0814,    0.0426,    668.147,    1.595,    35.893
11.4,    0.32,    0.6021,    0.0780,    0.0413,    648.013,    1.547,    34.371
12.3,    0.35,    0.6414,    0.0743,    0.0401,    627.879,    1.500,    32.757
13.2,    0.37,    0.6763,    0.0704,    0.0388,    607.745,    1.451,    31.035
14.2,    0.40,    0.7060,    0.0663,    0.0375,    587.611,    1.403,    29.243
15.2,    0.43,    0.7318,    0.0622,    0.0362,    567.478,    1.354,    27.428
16.1,    0.45,    0.7553,    0.0580,    0.0347,    544.361,    1.300,    25.568
17.0,    0.48,    0.7765,    0.0537,    0.0331,    519.007,    1.239,    23.665
18.0,    0.51,    0.7954,    0.0492,    0.0313,    490.671,    1.171,    21.712
18.9,    0.53,    0.8118,    0.0447,    0.0293,    459.351,    1.097,    19.719
19.8,    0.56,    0.8243,    0.0401,    0.0272,    426.540,    1.018,    17.682
20.8,    0.59,    0.8339,    0.0354,    0.0248,    389.255,    0.930,    15.609
21.8,    0.61,    0.8402,    0.0306,    0.0223,    349.733,    0.834,    13.496
22.7,    0.64,    0.8402,    0.0257,    0.0196,    306.483,    0.732,    11.343
23.6,    0.67,    0.8287,    0.0208,    0.0167,    260.995,    0.624,    9.154
24.6,    0.69,    0.8012,    0.0157,    0.0135,    212.524,    0.507,    6.917
25.5,    0.72,    0.7431,    0.0105,    0.0102,    159.580,    0.381,    4.639
26.5,    0.74,    0.5896,    0.0053,    0.0067,    104.398,    0.250,    2.326
27.4,    0.77,    -0.0017,    0.0000,    0.0040,    63.384,    0.151,    -0.004
