# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1047,    0.0419,    201.339,    0.321,    15.257
0.8,    0.03,    0.0636,    0.1036,    0.0421,    202.830,    0.322,    15.102
1.7,    0.05,    0.1250,    0.1024,    0.0423,    203.576,    0.324,    14.910
2.5,    0.08,    0.1841,    0.1009,    0.0425,    204.322,    0.325,    14.697
3.4,    0.10,    0.2404,    0.0992,    0.0426,    205.067,    0.326,    14.452
4.2,    0.13,    0.2941,    0.0973,    0.0427,    205.813,    0.327,    14.176
5.1,    0.15,    0.3449,    0.0952,    0.0428,    205.813,    0.328,    13.878
6.0,    0.18,    0.3931,    0.0930,    0.0428,    205.813,    0.327,    13.545
6.8,    0.21,    0.4386,    0.0905,    0.0426,    205.067,    0.326,    13.185
7.7,    0.23,    0.4815,    0.0878,    0.0424,    203.576,    0.325,    12.793
8.5,    0.26,    0.5216,    0.0849,    0.0420,    202.085,    0.322,    12.366
9.4,    0.28,    0.5589,    0.0817,    0.0416,    199.848,    0.318,    11.908
10.2,    0.31,    0.5934,    0.0784,    0.0409,    196.865,    0.313,    11.419
11.1,    0.34,    0.6253,    0.0747,    0.0401,    193.136,    0.307,    10.885
11.9,    0.36,    0.6546,    0.0708,    0.0391,    187.916,    0.300,    10.320
12.8,    0.39,    0.6806,    0.0668,    0.0380,    182.696,    0.291,    9.733
13.6,    0.41,    0.7040,    0.0627,    0.0368,    176.731,    0.282,    9.132
14.5,    0.44,    0.7251,    0.0584,    0.0354,    170.020,    0.271,    8.514
15.3,    0.46,    0.7438,    0.0541,    0.0338,    162.563,    0.259,    7.882
16.2,    0.49,    0.7600,    0.0496,    0.0321,    154.360,    0.245,    7.233
17.1,    0.52,    0.7716,    0.0451,    0.0302,    145.411,    0.231,    6.570
17.9,    0.54,    0.7801,    0.0405,    0.0281,    135.717,    0.215,    5.898
18.8,    0.57,    0.7852,    0.0358,    0.0259,    124.532,    0.198,    5.209
19.6,    0.59,    0.7868,    0.0309,    0.0234,    112.601,    0.179,    4.510
20.5,    0.62,    0.7812,    0.0260,    0.0207,    99.178,    0.158,    3.794
21.3,    0.65,    0.7641,    0.0210,    0.0177,    85.010,    0.136,    3.060
22.2,    0.67,    0.7294,    0.0159,    0.0146,    70.096,    0.112,    2.313
23.0,    0.70,    0.6614,    0.0107,    0.0112,    54.436,    0.086,    1.552
23.9,    0.72,    0.5028,    0.0054,    0.0077,    37.285,    0.059,    0.783
24.7,    0.75,    -0.0022,    0.0000,    0.0042,    20.134,    0.032,    0.000
