# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1022,0.0527,8.203,0.013,0.930
0.6,0.04,0.0676,0.1022,0.0538,8.203,0.013,0.930
1.2,0.07,0.1325,0.1023,0.0550,8.203,0.013,0.930
1.7,0.11,0.1946,0.1023,0.0562,8.203,0.013,0.930
2.4,0.14,0.2538,0.1023,0.0574,8.948,0.014,0.930
3.0,0.18,0.3101,0.1023,0.0587,8.948,0.014,0.930
3.5,0.21,0.3636,0.1022,0.0601,8.948,0.014,0.930
4.1,0.25,0.4143,0.1020,0.0614,8.948,0.015,0.930
4.7,0.28,0.4621,0.1017,0.0627,9.694,0.015,0.925
5.3,0.32,0.5071,0.1011,0.0639,9.694,0.015,0.921
5.9,0.36,0.5494,0.1003,0.0650,9.694,0.016,0.912
6.5,0.39,0.5889,0.0990,0.0658,9.694,0.016,0.903
7.1,0.43,0.6255,0.0972,0.0664,9.694,0.016,0.885
7.6,0.46,0.6591,0.0947,0.0665,9.694,0.016,0.863
8.2,0.50,0.6897,0.0914,0.0661,9.694,0.016,0.832
8.8,0.53,0.7171,0.0871,0.0649,9.694,0.015,0.792
9.4,0.57,0.7410,0.0817,0.0629,9.694,0.015,0.743
10.0,0.61,0.7610,0.0762,0.0606,8.948,0.014,0.694
10.6,0.64,0.7771,0.0705,0.0582,8.948,0.014,0.641
11.2,0.68,0.7896,0.0648,0.0555,8.203,0.013,0.592
11.8,0.71,0.7989,0.0589,0.0525,8.203,0.013,0.538
12.3,0.75,0.8055,0.0529,0.0491,7.457,0.012,0.480
12.9,0.78,0.8097,0.0467,0.0452,6.711,0.011,0.427
13.5,0.82,0.8121,0.0404,0.0407,5.966,0.010,0.369
14.1,0.85,0.8110,0.0339,0.0357,5.220,0.009,0.307
14.7,0.89,0.8055,0.0272,0.0301,4.474,0.007,0.249
15.3,0.93,0.7882,0.0205,0.0241,3.728,0.006,0.187
15.9,0.96,0.7422,0.0137,0.0177,2.983,0.004,0.125
16.5,1.00,0.5887,0.0069,0.0116,1.491,0.003,0.062
17.0,1.03,-0.0010,0.0000,0.0060,0.746,0.001,0.000
