# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1210,0.0532,22.371,0.036,2.527
0.5,0.03,0.0612,0.1199,0.0538,23.117,0.036,2.504
1.1,0.05,0.1198,0.1188,0.0544,23.117,0.037,2.482
1.7,0.08,0.1760,0.1173,0.0549,23.117,0.037,2.451
2.2,0.11,0.2296,0.1156,0.0553,23.862,0.037,2.415
2.8,0.14,0.2808,0.1138,0.0556,23.862,0.038,2.380
3.4,0.16,0.3288,0.1117,0.0560,23.862,0.038,2.335
3.9,0.19,0.3744,0.1093,0.0561,23.862,0.038,2.282
4.5,0.22,0.4175,0.1064,0.0560,23.862,0.038,2.224
5.0,0.25,0.4574,0.1029,0.0556,23.862,0.038,2.148
5.6,0.27,0.4943,0.0993,0.0552,23.117,0.037,2.077
6.1,0.30,0.5280,0.0954,0.0546,23.117,0.037,1.993
6.7,0.33,0.5589,0.0914,0.0539,23.117,0.036,1.913
7.2,0.36,0.5866,0.0875,0.0533,22.371,0.036,1.828
7.8,0.38,0.6114,0.0833,0.0524,22.371,0.035,1.739
8.4,0.41,0.6334,0.0790,0.0514,21.625,0.035,1.650
8.9,0.44,0.6525,0.0744,0.0501,21.625,0.034,1.552
9.5,0.47,0.6689,0.0695,0.0485,20.880,0.033,1.455
10.1,0.49,0.6826,0.0645,0.0467,20.134,0.032,1.348
10.6,0.52,0.6929,0.0595,0.0448,18.642,0.030,1.241
11.2,0.55,0.7003,0.0540,0.0424,17.897,0.029,1.130
11.7,0.58,0.7041,0.0483,0.0395,17.151,0.027,1.010
12.3,0.60,0.7035,0.0423,0.0364,15.660,0.025,0.885
12.8,0.63,0.6962,0.0364,0.0330,14.168,0.022,0.761
13.4,0.66,0.6797,0.0302,0.0293,12.677,0.020,0.632
13.9,0.69,0.6485,0.0240,0.0254,10.440,0.017,0.503
14.5,0.71,0.5927,0.0180,0.0216,8.948,0.015,0.374
15.1,0.74,0.4942,0.0119,0.0178,7.457,0.012,0.249
15.6,0.77,0.3158,0.0058,0.0140,5.966,0.009,0.120
16.2,0.80,-0.0016,0.0000,0.0109,4.474,0.007,0.000
