# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1048,0.0605,0.746,0.005,0.245
0.3,0.04,0.0717,0.1050,0.0619,0.746,0.005,0.245
0.6,0.08,0.1402,0.1052,0.0634,0.746,0.005,0.245
0.8,0.13,0.2056,0.1053,0.0650,0.746,0.005,0.245
1.2,0.17,0.2676,0.1055,0.0667,0.746,0.005,0.245
1.4,0.21,0.3264,0.1056,0.0684,0.746,0.005,0.245
1.7,0.25,0.3819,0.1057,0.0702,0.746,0.005,0.245
2.0,0.30,0.4340,0.1058,0.0722,1.491,0.005,0.245
2.3,0.34,0.4830,0.1059,0.0741,1.491,0.006,0.245
2.6,0.38,0.5289,0.1058,0.0761,1.491,0.006,0.245
2.9,0.42,0.5716,0.1057,0.0782,1.491,0.006,0.245
3.1,0.47,0.6112,0.1055,0.0803,1.491,0.006,0.245
3.4,0.51,0.6479,0.1051,0.0823,1.491,0.006,0.245
3.7,0.55,0.6818,0.1041,0.0840,1.491,0.006,0.240
4.0,0.59,0.7129,0.1025,0.0851,1.491,0.006,0.236
4.3,0.63,0.7412,0.0996,0.0852,1.491,0.006,0.231
4.6,0.68,0.7666,0.0950,0.0839,1.491,0.006,0.222
4.9,0.72,0.7890,0.0887,0.0808,1.491,0.006,0.205
5.1,0.76,0.8076,0.0820,0.0772,1.491,0.006,0.191
5.5,0.80,0.8223,0.0751,0.0734,1.491,0.006,0.173
5.7,0.85,0.8334,0.0682,0.0692,0.746,0.005,0.160
6.0,0.89,0.8414,0.0612,0.0646,0.746,0.005,0.142
6.3,0.93,0.8468,0.0540,0.0593,0.746,0.004,0.125
6.6,0.97,0.8500,0.0467,0.0534,0.746,0.004,0.107
6.9,1.01,0.8509,0.0392,0.0467,0.746,0.004,0.089
7.2,1.06,0.8463,0.0315,0.0393,0.746,0.003,0.071
7.5,1.10,0.8296,0.0236,0.0313,0.746,0.002,0.053
7.7,1.14,0.7790,0.0157,0.0231,0.000,0.002,0.036
8.0,1.18,0.6300,0.0079,0.0149,0.000,0.001,0.018
8.3,1.23,-0.0045,0.0000,0.0069,0.000,0.001,0.000
