# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1214,0.0607,3108.823,2.699,92.011
2.7,0.04,0.0763,0.1215,0.0628,3211.729,2.788,92.123
5.3,0.08,0.1478,0.1217,0.0649,3320.602,2.883,92.243
8.0,0.12,0.2146,0.1219,0.0671,3436.185,2.983,92.381
10.6,0.16,0.2768,0.1221,0.0695,3558.480,3.089,92.532
13.3,0.20,0.3345,0.1223,0.0721,3688.232,3.202,92.696
16.0,0.24,0.3880,0.1225,0.0747,3822.458,3.318,92.879
18.6,0.28,0.4373,0.1228,0.0775,3964.886,3.442,93.075
21.3,0.32,0.4830,0.1231,0.0804,4112.535,3.570,93.288
24.0,0.35,0.5250,0.1234,0.0834,4266.895,3.704,93.515
26.6,0.39,0.5637,0.1237,0.0865,4424.983,3.841,93.728
29.3,0.43,0.5995,0.1239,0.0896,4586.054,3.981,93.906
31.9,0.47,0.6324,0.1241,0.0928,4748.617,4.122,94.040
34.6,0.51,0.6627,0.1242,0.0960,4912.671,4.265,94.111
37.2,0.55,0.6919,0.1227,0.0979,5008.866,4.348,93.026
39.9,0.59,0.7211,0.1185,0.0972,4973.072,4.317,89.836
42.6,0.63,0.7493,0.1126,0.0948,4850.778,4.211,85.357
45.2,0.67,0.7762,0.1053,0.0909,4650.930,4.038,79.801
47.9,0.71,0.8015,0.0974,0.0862,4413.798,3.832,73.845
50.6,0.75,0.8239,0.0895,0.0813,4161.005,3.612,67.800
53.2,0.79,0.8436,0.0813,0.0760,3888.825,3.376,61.639
55.9,0.83,0.8616,0.0730,0.0701,3589.799,3.116,55.336
58.6,0.87,0.8774,0.0645,0.0637,3261.691,2.832,48.882
61.2,0.91,0.8912,0.0558,0.0568,2905.247,2.522,42.294
63.9,0.95,0.9008,0.0469,0.0493,2521.211,2.189,35.559
66.5,0.99,0.9036,0.0379,0.0413,2113.313,1.834,28.695
69.2,1.02,0.8939,0.0286,0.0328,1680.808,1.459,21.712
71.8,1.06,0.8574,0.0193,0.0240,1228.168,1.066,14.657
74.5,1.10,0.7309,0.0098,0.0148,756.885,0.657,7.424
77.2,1.14,-0.0007,0.0000,0.0064,325.871,0.283,-0.004
