# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0995,    0.0372,    21.625,    0.070,    3.572
0.4,    0.02,    0.0603,    0.0983,    0.0375,    22.371,    0.070,    3.523
0.8,    0.05,    0.1179,    0.0968,    0.0378,    22.371,    0.071,    3.474
1.1,    0.07,    0.1727,    0.0952,    0.0380,    22.371,    0.071,    3.412
1.5,    0.09,    0.2249,    0.0934,    0.0382,    22.371,    0.072,    3.350
1.9,    0.12,    0.2744,    0.0913,    0.0383,    22.371,    0.072,    3.274
2.3,    0.14,    0.3210,    0.0891,    0.0383,    22.371,    0.072,    3.194
2.6,    0.16,    0.3648,    0.0867,    0.0383,    22.371,    0.072,    3.109
3.0,    0.18,    0.4058,    0.0841,    0.0381,    22.371,    0.072,    3.016
3.4,    0.21,    0.4437,    0.0813,    0.0379,    22.371,    0.071,    2.918
3.8,    0.23,    0.4787,    0.0783,    0.0376,    22.371,    0.071,    2.811
4.2,    0.25,    0.5107,    0.0752,    0.0373,    21.625,    0.070,    2.696
4.6,    0.28,    0.5396,    0.0719,    0.0368,    21.625,    0.069,    2.580
4.9,    0.30,    0.5655,    0.0685,    0.0362,    21.625,    0.068,    2.455
5.3,    0.32,    0.5887,    0.0651,    0.0356,    20.880,    0.067,    2.335
5.7,    0.35,    0.6092,    0.0616,    0.0349,    20.880,    0.066,    2.211
6.0,    0.37,    0.6271,    0.0579,    0.0340,    20.134,    0.064,    2.077
6.4,    0.39,    0.6424,    0.0541,    0.0329,    19.388,    0.062,    1.939
6.8,    0.41,    0.6554,    0.0502,    0.0317,    18.642,    0.060,    1.802
7.2,    0.44,    0.6658,    0.0462,    0.0303,    17.897,    0.057,    1.655
7.6,    0.46,    0.6741,    0.0420,    0.0286,    17.151,    0.054,    1.503
8.0,    0.48,    0.6798,    0.0377,    0.0268,    15.660,    0.050,    1.352
8.3,    0.51,    0.6819,    0.0333,    0.0247,    14.914,    0.046,    1.192
8.7,    0.53,    0.6792,    0.0288,    0.0224,    13.423,    0.042,    1.032
9.1,    0.55,    0.6698,    0.0242,    0.0199,    11.931,    0.037,    0.867
9.5,    0.58,    0.6486,    0.0195,    0.0173,    10.440,    0.032,    0.698
9.8,    0.60,    0.6083,    0.0147,    0.0145,    8.203,    0.027,    0.529
10.2,    0.62,    0.5314,    0.0099,    0.0116,    6.711,    0.022,    0.356
10.6,    0.64,    0.3665,    0.0050,    0.0088,    5.220,    0.016,    0.178
11.0,    0.67,    -0.0013,    0.0000,    0.0061,    3.728,    0.011,    0.000
