# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0981,0.1094,2969.377,5.671,61.399
1.3,0.03,0.0286,0.0981,0.1049,2848.574,5.440,61.359
2.6,0.06,0.0598,0.0979,0.1003,2721.805,5.199,61.279
4.0,0.09,0.0941,0.0977,0.0955,2591.307,4.949,61.154
5.3,0.12,0.1320,0.0975,0.0905,2456.335,4.691,60.976
6.7,0.15,0.1742,0.0971,0.0853,2316.144,4.423,60.736
8.0,0.18,0.2217,0.0966,0.0800,2172.969,4.150,60.425
9.3,0.21,0.2755,0.0959,0.0746,2025.321,3.868,59.984
10.6,0.24,0.3363,0.0948,0.0691,1875.435,3.582,59.330
12.0,0.28,0.4041,0.0931,0.0635,1724.058,3.293,58.272
13.3,0.31,0.4768,0.0907,0.0582,1580.138,3.019,56.715
14.6,0.34,0.5472,0.0875,0.0539,1463.063,2.794,54.767
16.0,0.37,0.6069,0.0840,0.0509,1381.782,2.639,52.587
17.3,0.40,0.6569,0.0803,0.0486,1320.634,2.522,50.212
18.6,0.43,0.6994,0.0762,0.0467,1267.690,2.421,47.667
19.9,0.46,0.7355,0.0718,0.0449,1217.728,2.326,44.940
21.3,0.49,0.7647,0.0672,0.0431,1169.257,2.232,42.049
22.6,0.52,0.7881,0.0626,0.0413,1122.278,2.143,39.149
23.9,0.55,0.8089,0.0579,0.0394,1070.079,2.044,36.204
25.3,0.58,0.8277,0.0531,0.0373,1012.660,1.934,33.193
26.6,0.61,0.8443,0.0481,0.0349,947.785,1.810,30.110
27.9,0.64,0.8585,0.0431,0.0323,876.197,1.674,26.965
29.2,0.67,0.8697,0.0380,0.0294,798.645,1.525,23.758
30.6,0.70,0.8770,0.0328,0.0263,714.380,1.365,20.511
31.9,0.73,0.8809,0.0275,0.0229,622.659,1.189,17.201
33.2,0.77,0.8768,0.0221,0.0193,524.227,1.001,13.843
34.6,0.80,0.8574,0.0167,0.0155,420.575,0.803,10.436
35.9,0.83,0.8109,0.0112,0.0114,309.465,0.590,6.988
37.2,0.86,0.6774,0.0056,0.0071,192.391,0.367,3.505
38.5,0.89,-0.0012,0.0000,0.0039,105.889,0.202,-0.004
