# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0902,0.1599,13213.802,14.020,108.692
2.5,0.04,0.0212,0.0905,0.1552,12825.292,13.608,109.048
5.0,0.07,0.0440,0.0908,0.1502,12411.429,13.169,109.355
7.5,0.11,0.0685,0.0910,0.1450,11980.414,12.711,109.591
10.0,0.15,0.0951,0.0911,0.1394,11521.809,12.225,109.747
12.5,0.18,0.1240,0.0911,0.1337,11050.526,11.725,109.800
15.0,0.22,0.1558,0.0911,0.1276,10544.942,11.189,109.711
17.5,0.25,0.1905,0.0909,0.1216,10044.577,10.658,109.506
20.0,0.29,0.2290,0.0906,0.1152,9520.350,10.101,109.150
22.5,0.33,0.2709,0.0902,0.1091,9013.274,9.563,108.661
24.9,0.36,0.3177,0.0896,0.1027,8485.319,9.003,107.998
27.4,0.40,0.3698,0.0889,0.0963,7958.109,8.444,107.167
30.0,0.44,0.4277,0.0881,0.0900,7436.119,7.890,106.152
32.5,0.47,0.4924,0.0871,0.0837,6917.858,7.340,104.947
35.0,0.51,0.5646,0.0859,0.0776,6410.036,6.801,103.537
37.5,0.55,0.6442,0.0844,0.0716,5913.400,6.274,101.722
40.0,0.58,0.7253,0.0811,0.0651,5378.733,5.707,97.670
42.4,0.62,0.7895,0.0758,0.0594,4908.197,5.208,91.309
44.9,0.66,0.8224,0.0699,0.0557,4599.477,4.880,84.178
47.4,0.69,0.8433,0.0641,0.0526,4344.447,4.610,77.243
49.9,0.73,0.8617,0.0582,0.0492,4064.810,4.313,70.144
52.4,0.76,0.8775,0.0522,0.0455,3760.564,3.990,62.938
54.9,0.80,0.8914,0.0461,0.0414,3425.000,3.634,55.581
57.4,0.84,0.9032,0.0398,0.0369,3052.150,3.239,48.010
59.9,0.87,0.9121,0.0335,0.0321,2653.200,2.815,40.390
62.4,0.91,0.9147,0.0271,0.0269,2225.168,2.361,32.610
64.9,0.95,0.9035,0.0206,0.0215,1779.240,1.888,24.772
67.4,0.98,0.8564,0.0139,0.0159,1316.160,1.396,16.716
69.9,1.02,0.7054,0.0070,0.0101,837.421,0.889,8.452
72.4,1.06,-0.0004,0.0000,0.0044,362.410,0.385,0.000
