# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1028,0.0545,2885.859,4.593,102.033
1.4,0.03,0.0510,0.1026,0.0535,2832.914,4.509,101.789
2.8,0.05,0.1037,0.1022,0.0525,2776.986,4.419,101.437
4.2,0.08,0.1580,0.1017,0.0514,2718.076,4.326,100.895
5.7,0.11,0.2138,0.1008,0.0501,2653.200,4.223,99.956
7.1,0.13,0.2706,0.0993,0.0488,2583.104,4.111,98.501
8.5,0.16,0.3274,0.0974,0.0475,2512.263,3.998,96.606
9.9,0.19,0.3822,0.0951,0.0463,2452.607,3.903,94.369
11.4,0.21,0.4337,0.0926,0.0454,2404.882,3.827,91.860
12.8,0.24,0.4819,0.0898,0.0446,2361.631,3.758,89.098
14.2,0.27,0.5272,0.0868,0.0438,2318.381,3.690,86.131
15.6,0.29,0.5697,0.0836,0.0430,2273.639,3.618,82.968
17.0,0.32,0.6093,0.0802,0.0420,2224.423,3.540,79.579
18.5,0.35,0.6456,0.0766,0.0410,2171.478,3.456,75.998
19.8,0.37,0.6787,0.0727,0.0399,2110.331,3.359,72.110
21.3,0.40,0.7084,0.0685,0.0386,2043.218,3.252,68.000
22.7,0.43,0.7355,0.0643,0.0372,1969.393,3.134,63.787
24.1,0.45,0.7600,0.0600,0.0357,1888.112,3.005,59.482
25.5,0.48,0.7823,0.0555,0.0340,1797.882,2.861,55.060
27.0,0.51,0.8026,0.0509,0.0321,1697.213,2.702,50.536
28.4,0.53,0.8208,0.0463,0.0300,1586.849,2.526,45.901
29.8,0.56,0.8360,0.0415,0.0277,1467.537,2.336,41.182
31.2,0.59,0.8478,0.0367,0.0253,1339.277,2.131,36.364
32.6,0.61,0.8553,0.0317,0.0227,1200.577,1.911,31.471
34.1,0.64,0.8570,0.0267,0.0199,1052.183,1.674,26.471
35.5,0.67,0.8500,0.0215,0.0169,891.857,1.419,21.369
36.9,0.69,0.8293,0.0163,0.0136,718.855,1.144,16.151
38.3,0.72,0.7813,0.0109,0.0100,531.684,0.846,10.840
39.7,0.74,0.6379,0.0055,0.0064,339.293,0.540,5.449
41.2,0.77,-0.0043,0.0000,0.0038,199.848,0.318,-0.022
