# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0973,    0.0731,    1289.315,    3.078,    47.120
1.0,    0.03,    0.0385,    0.0970,    0.0700,    1234.133,    2.946,    46.987
2.0,    0.06,    0.0805,    0.0966,    0.0667,    1177.460,    2.810,    46.795
3.0,    0.08,    0.1263,    0.0960,    0.0634,    1118.550,    2.671,    46.520
4.1,    0.11,    0.1763,    0.0952,    0.0601,    1059.640,    2.530,    46.133
5.1,    0.14,    0.2304,    0.0941,    0.0567,    1000.729,    2.389,    45.576
6.1,    0.17,    0.2883,    0.0925,    0.0535,    944.056,    2.254,    44.829
7.1,    0.19,    0.3485,    0.0906,    0.0506,    892.603,    2.130,    43.895
8.1,    0.22,    0.4078,    0.0883,    0.0482,    850.098,    2.029,    42.796
9.1,    0.25,    0.4645,    0.0858,    0.0462,    815.050,    1.945,    41.551
10.1,    0.28,    0.5173,    0.0829,    0.0446,    785.968,    1.877,    40.181
11.1,    0.31,    0.5660,    0.0799,    0.0432,    761.360,    1.817,    38.686
12.2,    0.33,    0.6104,    0.0766,    0.0419,    738.243,    1.762,    37.098
13.1,    0.36,    0.6509,    0.0731,    0.0406,    715.872,    1.709,    35.412
14.2,    0.39,    0.6873,    0.0694,    0.0393,    693.501,    1.655,    33.624
15.2,    0.42,    0.7193,    0.0655,    0.0380,    669.638,    1.598,    31.711
16.2,    0.44,    0.7462,    0.0613,    0.0366,    645.030,    1.539,    29.705
17.2,    0.47,    0.7690,    0.0572,    0.0351,    619.677,    1.479,    27.686
18.2,    0.50,    0.7895,    0.0529,    0.0335,    591.340,    1.411,    25.617
19.2,    0.53,    0.8077,    0.0485,    0.0317,    559.275,    1.335,    23.496
20.3,    0.56,    0.8236,    0.0440,    0.0297,    524.227,    1.252,    21.334
21.2,    0.58,    0.8360,    0.0395,    0.0276,    486.196,    1.161,    19.123
22.3,    0.61,    0.8449,    0.0348,    0.0252,    444.437,    1.062,    16.877
23.3,    0.64,    0.8507,    0.0301,    0.0226,    398.949,    0.953,    14.590
24.3,    0.67,    0.8516,    0.0253,    0.0198,    349.733,    0.835,    12.264
25.3,    0.70,    0.8420,    0.0204,    0.0169,    297.534,    0.710,    9.897
26.3,    0.72,    0.8162,    0.0154,    0.0137,    240.861,    0.575,    7.477
27.3,    0.75,    0.7613,    0.0103,    0.0102,    179.714,    0.429,    5.013
28.3,    0.78,    0.6186,    0.0052,    0.0065,    115.583,    0.275,    2.518
29.4,    0.81,    -0.0019,    0.0000,    0.0038,    67.113,    0.160,    -0.004
