# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1140,0.0475,35.794,0.068,4.039
0.5,0.02,0.0542,0.1119,0.0479,35.794,0.069,3.963
1.0,0.05,0.1055,0.1096,0.0481,35.794,0.069,3.883
1.5,0.07,0.1541,0.1072,0.0483,36.539,0.069,3.794
2.0,0.09,0.1998,0.1046,0.0485,36.539,0.069,3.705
2.5,0.12,0.2429,0.1018,0.0485,36.539,0.069,3.608
3.0,0.14,0.2833,0.0989,0.0485,36.539,0.069,3.505
3.4,0.16,0.3210,0.0958,0.0484,36.539,0.069,3.394
3.9,0.19,0.3564,0.0925,0.0481,35.794,0.069,3.274
4.4,0.21,0.3897,0.0891,0.0477,35.794,0.068,3.158
4.9,0.23,0.4210,0.0856,0.0471,35.048,0.067,3.034
5.4,0.25,0.4501,0.0820,0.0464,35.048,0.066,2.905
5.9,0.28,0.4770,0.0783,0.0456,34.302,0.065,2.776
6.4,0.30,0.5015,0.0745,0.0448,33.556,0.064,2.642
6.9,0.32,0.5237,0.0706,0.0438,32.811,0.063,2.504
7.4,0.35,0.5434,0.0667,0.0426,32.065,0.061,2.362
7.8,0.37,0.5606,0.0626,0.0414,31.319,0.059,2.215
8.3,0.39,0.5752,0.0584,0.0400,29.828,0.057,2.068
8.8,0.42,0.5871,0.0541,0.0384,29.082,0.055,1.913
9.3,0.44,0.5959,0.0496,0.0367,27.591,0.053,1.757
9.8,0.46,0.6013,0.0451,0.0348,26.099,0.050,1.597
10.3,0.49,0.6025,0.0405,0.0327,24.608,0.047,1.432
10.8,0.51,0.5984,0.0357,0.0304,23.117,0.044,1.268
11.3,0.53,0.5874,0.0309,0.0280,20.880,0.040,1.094
11.8,0.56,0.5666,0.0260,0.0255,19.388,0.036,0.921
12.2,0.58,0.5320,0.0209,0.0228,17.151,0.033,0.743
12.7,0.60,0.4772,0.0158,0.0199,14.914,0.029,0.560
13.2,0.63,0.3899,0.0106,0.0170,12.677,0.024,0.374
13.7,0.65,0.2460,0.0053,0.0140,10.440,0.020,0.187
14.2,0.67,-0.0010,0.0000,0.0111,8.203,0.016,0.000
