# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1172,0.0442,352.716,0.306,20.097
1.1,0.02,0.0601,0.1151,0.0445,354.953,0.308,19.737
2.1,0.05,0.1172,0.1128,0.0448,357.190,0.310,19.345
3.3,0.07,0.1714,0.1104,0.0449,358.682,0.311,18.927
4.3,0.09,0.2228,0.1078,0.0450,358.682,0.312,18.482
5.4,0.12,0.2717,0.1050,0.0449,358.682,0.311,18.006
6.5,0.14,0.3180,0.1021,0.0447,357.190,0.310,17.504
7.6,0.16,0.3621,0.0990,0.0445,354.953,0.308,16.970
8.7,0.19,0.4039,0.0956,0.0440,351.225,0.305,16.396
9.7,0.21,0.4434,0.0922,0.0435,346.750,0.301,15.805
10.8,0.23,0.4833,0.0886,0.0426,340.039,0.295,15.200
11.9,0.26,0.5177,0.0850,0.0419,334.819,0.291,14.568
13.0,0.28,0.5493,0.0812,0.0412,328.854,0.286,13.918
14.1,0.30,0.5782,0.0772,0.0404,322.142,0.280,13.247
15.2,0.33,0.6045,0.0732,0.0394,314.685,0.273,12.557
16.2,0.35,0.6283,0.0691,0.0383,305.737,0.266,11.846
17.3,0.37,0.6496,0.0649,0.0371,296.043,0.257,11.121
18.4,0.39,0.6682,0.0605,0.0358,285.603,0.248,10.378
19.5,0.42,0.6840,0.0561,0.0343,273.672,0.238,9.617
20.6,0.44,0.7016,0.0516,0.0324,258.758,0.225,8.839
21.6,0.46,0.7106,0.0469,0.0306,244.590,0.212,8.038
22.7,0.49,0.7150,0.0421,0.0287,228.930,0.199,7.211
23.8,0.51,0.7136,0.0372,0.0266,212.524,0.185,6.370
24.9,0.53,0.7045,0.0321,0.0244,194.628,0.169,5.507
26.0,0.56,0.6851,0.0270,0.0220,175.985,0.153,4.635
27.0,0.58,0.6496,0.0218,0.0195,155.851,0.135,3.741
28.1,0.60,0.5896,0.0165,0.0169,134.972,0.117,2.825
29.2,0.63,0.4883,0.0110,0.0142,113.346,0.098,1.895
30.3,0.65,0.3144,0.0056,0.0115,91.721,0.080,0.952
31.4,0.67,-0.0020,0.0000,0.0088,70.096,0.061,-0.004
