# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0849,0.0438,1515.262,2.894,64.513
1.0,0.02,0.0433,0.0838,0.0427,1475.740,2.819,63.658
2.0,0.04,0.0885,0.0826,0.0411,1423.541,2.718,62.760
3.0,0.07,0.1357,0.0813,0.0396,1370.596,2.618,61.790
4.0,0.09,0.1847,0.0800,0.0381,1319.889,2.520,60.749
5.0,0.11,0.2353,0.0785,0.0367,1270.673,2.427,59.628
6.0,0.13,0.2869,0.0769,0.0354,1225.185,2.340,58.418
7.0,0.15,0.3386,0.0752,0.0342,1184.171,2.262,57.115
8.0,0.18,0.3894,0.0733,0.0332,1148.378,2.193,55.710
9.0,0.20,0.4379,0.0713,0.0323,1117.058,2.134,54.188
10.0,0.22,0.4840,0.0692,0.0315,1088.722,2.080,52.542
11.0,0.24,0.5279,0.0668,0.0307,1061.131,2.027,50.768
12.0,0.26,0.5697,0.0643,0.0298,1032.049,1.971,48.850
13.1,0.29,0.6096,0.0615,0.0289,999.984,1.910,46.755
14.0,0.31,0.6464,0.0585,0.0279,964.936,1.843,44.415
15.1,0.33,0.6797,0.0552,0.0268,928.396,1.774,41.951
16.0,0.35,0.7046,0.0518,0.0259,897.077,1.713,39.371
17.0,0.37,0.7271,0.0483,0.0249,861.283,1.645,36.729
18.1,0.40,0.7473,0.0448,0.0238,821.761,1.570,34.020
19.0,0.42,0.7651,0.0411,0.0225,778.511,1.487,31.249
20.1,0.44,0.7801,0.0374,0.0211,730.786,1.395,28.411
21.1,0.46,0.7916,0.0336,0.0196,678.587,1.296,25.506
22.1,0.48,0.7969,0.0297,0.0180,624.151,1.192,22.535
23.1,0.51,0.7946,0.0257,0.0164,565.986,1.081,19.492
24.1,0.53,0.7841,0.0216,0.0145,503.347,0.961,16.392
25.1,0.55,0.7608,0.0174,0.0126,436.234,0.833,13.229
26.1,0.57,0.7158,0.0132,0.0105,364.647,0.696,10.004
27.1,0.59,0.6309,0.0088,0.0083,288.586,0.551,6.717
28.1,0.62,0.4538,0.0044,0.0060,208.050,0.398,3.367
29.1,0.64,-0.0086,0.0000,0.0036,126.023,0.241,-0.036
