# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0902,0.0561,87.993,0.105,4.795
1.3,0.05,0.0725,0.0904,0.0573,90.230,0.108,4.804
2.7,0.09,0.1420,0.0906,0.0587,92.467,0.110,4.817
4.1,0.14,0.2082,0.0908,0.0602,94.704,0.113,4.831
5.5,0.18,0.2712,0.0911,0.0617,96.941,0.116,4.840
6.8,0.23,0.3309,0.0913,0.0634,99.924,0.119,4.853
8.2,0.28,0.3872,0.0916,0.0652,102.907,0.123,4.866
9.5,0.32,0.4403,0.0918,0.0671,105.889,0.126,4.880
10.9,0.37,0.4900,0.0920,0.0690,108.872,0.130,4.889
12.2,0.41,0.5366,0.0921,0.0710,111.855,0.134,4.897
13.6,0.46,0.5800,0.0922,0.0731,114.838,0.138,4.902
15.0,0.51,0.6204,0.0922,0.0752,118.566,0.141,4.902
16.4,0.55,0.6577,0.0922,0.0773,121.549,0.145,4.902
17.7,0.60,0.6921,0.0919,0.0794,125.278,0.149,4.889
19.1,0.64,0.7236,0.0911,0.0810,127.515,0.152,4.844
20.4,0.69,0.7522,0.0896,0.0821,129.752,0.154,4.764
21.8,0.74,0.7778,0.0874,0.0826,130.497,0.155,4.644
23.2,0.78,0.8007,0.0843,0.0823,129.752,0.155,4.484
24.5,0.83,0.8206,0.0803,0.0810,127.515,0.152,4.270
25.9,0.87,0.8378,0.0751,0.0783,123.040,0.147,3.990
27.2,0.92,0.8519,0.0681,0.0735,115.583,0.138,3.621
28.6,0.97,0.8619,0.0610,0.0683,107.381,0.128,3.243
30.0,1.01,0.8670,0.0538,0.0627,98.432,0.118,2.860
31.3,1.06,0.8629,0.0465,0.0569,89.484,0.107,2.469
32.7,1.10,0.8480,0.0390,0.0508,79.790,0.095,2.073
34.1,1.15,0.8173,0.0315,0.0442,69.350,0.083,1.673
35.4,1.20,0.7627,0.0238,0.0372,58.910,0.070,1.263
36.8,1.24,0.6631,0.0159,0.0298,46.979,0.056,0.845
38.1,1.29,0.4635,0.0080,0.0221,35.048,0.042,0.423
39.5,1.33,0.0007,0.0000,0.0146,23.117,0.027,0.000
