# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1229,0.0485,171.511,0.164,11.423
1.0,0.03,0.0625,0.1213,0.0493,174.494,0.167,11.276
1.9,0.05,0.1214,0.1195,0.0500,177.477,0.169,11.112
2.9,0.08,0.1769,0.1175,0.0506,179.714,0.171,10.925
3.9,0.10,0.2292,0.1152,0.0511,181.205,0.173,10.711
4.8,0.13,0.2786,0.1126,0.0514,181.951,0.174,10.471
5.8,0.15,0.3251,0.1098,0.0515,182.696,0.174,10.209
6.8,0.18,0.3711,0.1068,0.0512,181.205,0.173,9.928
7.7,0.20,0.4131,0.1034,0.0509,180.459,0.172,9.613
8.7,0.23,0.4529,0.0997,0.0504,178.222,0.170,9.270
9.7,0.25,0.4903,0.0959,0.0497,175.985,0.168,8.914
10.6,0.28,0.5253,0.0919,0.0489,173.002,0.166,8.545
11.6,0.31,0.5575,0.0878,0.0481,170.020,0.163,8.167
12.6,0.33,0.5862,0.0836,0.0471,167.037,0.159,7.775
13.5,0.36,0.6123,0.0793,0.0461,163.308,0.156,7.371
14.5,0.38,0.6358,0.0748,0.0449,158.834,0.152,6.957
15.5,0.41,0.6568,0.0702,0.0435,154.360,0.147,6.530
16.5,0.43,0.6752,0.0655,0.0419,148.394,0.142,6.094
17.4,0.46,0.6907,0.0607,0.0402,142.429,0.136,5.645
18.4,0.48,0.7030,0.0558,0.0383,135.717,0.130,5.187
19.4,0.51,0.7114,0.0507,0.0362,128.260,0.123,4.715
20.3,0.53,0.7150,0.0455,0.0340,120.058,0.115,4.235
21.3,0.56,0.7130,0.0402,0.0315,111.855,0.107,3.741
22.3,0.58,0.7034,0.0348,0.0289,102.161,0.098,3.234
23.2,0.61,0.6834,0.0292,0.0261,92.467,0.088,2.713
24.2,0.64,0.6481,0.0235,0.0231,82.027,0.078,2.189
25.2,0.66,0.5895,0.0178,0.0199,70.841,0.067,1.655
26.2,0.69,0.4914,0.0119,0.0167,58.910,0.056,1.112
27.1,0.71,0.3181,0.0060,0.0134,46.979,0.045,0.556
28.1,0.74,-0.0027,0.0000,0.0101,35.794,0.034,-0.004
