# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1371,0.0834,2.983,0.009,0.525
0.4,0.04,0.0667,0.1371,0.0851,2.983,0.010,0.525
0.8,0.08,0.1306,0.1370,0.0868,2.983,0.010,0.525
1.2,0.12,0.1918,0.1367,0.0885,2.983,0.010,0.525
1.6,0.17,0.2503,0.1363,0.0901,2.983,0.010,0.520
1.9,0.21,0.3060,0.1356,0.0917,2.983,0.011,0.520
2.3,0.25,0.3589,0.1348,0.0933,2.983,0.011,0.516
2.7,0.29,0.4090,0.1338,0.0947,3.728,0.011,0.512
3.1,0.33,0.4563,0.1325,0.0961,3.728,0.011,0.507
3.5,0.37,0.5008,0.1309,0.0973,3.728,0.011,0.503
3.9,0.41,0.5425,0.1289,0.0983,3.728,0.011,0.494
4.3,0.46,0.5813,0.1266,0.0991,3.728,0.011,0.485
4.6,0.50,0.6172,0.1239,0.0996,3.728,0.011,0.472
5.1,0.54,0.6504,0.1206,0.0997,3.728,0.011,0.463
5.5,0.58,0.6806,0.1167,0.0993,3.728,0.011,0.445
5.8,0.62,0.7079,0.1120,0.0982,3.728,0.011,0.427
6.2,0.66,0.7321,0.1066,0.0964,3.728,0.011,0.409
6.6,0.70,0.7531,0.1005,0.0939,3.728,0.011,0.383
7.0,0.74,0.7712,0.0935,0.0903,2.983,0.010,0.356
7.4,0.79,0.7863,0.0858,0.0858,2.983,0.010,0.329
7.8,0.83,0.7988,0.0780,0.0808,2.983,0.009,0.298
8.2,0.87,0.8088,0.0700,0.0752,2.983,0.009,0.267
8.5,0.91,0.8165,0.0619,0.0690,2.237,0.008,0.236
8.9,0.95,0.8224,0.0536,0.0621,2.237,0.007,0.205
9.3,0.99,0.8252,0.0451,0.0542,2.237,0.006,0.173
9.7,1.03,0.8226,0.0363,0.0457,1.491,0.005,0.138
10.1,1.08,0.8095,0.0274,0.0364,1.491,0.004,0.107
10.5,1.12,0.7738,0.0184,0.0266,0.746,0.003,0.071
10.9,1.16,0.6686,0.0092,0.0160,0.746,0.002,0.036
11.3,1.20,0.0021,0.0000,0.0052,0.000,0.001,0.000
