# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1189,0.0622,5.966,0.019,0.996
0.4,0.04,0.0662,0.1189,0.0635,5.966,0.019,0.996
0.8,0.07,0.1298,0.1188,0.0647,5.966,0.020,0.992
1.2,0.11,0.1906,0.1187,0.0660,5.966,0.020,0.992
1.6,0.14,0.2487,0.1184,0.0674,6.711,0.021,0.992
2.0,0.18,0.3039,0.1181,0.0687,6.711,0.021,0.988
2.4,0.21,0.3564,0.1176,0.0700,6.711,0.021,0.983
2.8,0.25,0.4060,0.1170,0.0713,6.711,0.022,0.979
3.2,0.28,0.4528,0.1161,0.0725,6.711,0.022,0.970
3.6,0.32,0.4968,0.1149,0.0736,6.711,0.022,0.961
4.0,0.35,0.5381,0.1132,0.0744,7.457,0.023,0.947
4.4,0.39,0.5766,0.1110,0.0749,7.457,0.023,0.930
4.9,0.42,0.6122,0.1084,0.0751,7.457,0.023,0.907
5.3,0.46,0.6449,0.1051,0.0749,7.457,0.023,0.881
5.7,0.50,0.6746,0.1012,0.0743,7.457,0.023,0.845
6.1,0.53,0.7012,0.0968,0.0732,6.711,0.022,0.810
6.5,0.57,0.7247,0.0916,0.0715,6.711,0.022,0.765
6.9,0.60,0.7451,0.0856,0.0690,6.711,0.021,0.716
7.3,0.64,0.7621,0.0792,0.0662,5.966,0.020,0.663
7.7,0.67,0.7760,0.0727,0.0630,5.966,0.019,0.609
8.1,0.71,0.7869,0.0661,0.0594,5.966,0.018,0.552
8.5,0.74,0.7951,0.0593,0.0554,5.220,0.017,0.498
8.9,0.78,0.8011,0.0524,0.0509,5.220,0.015,0.440
9.3,0.81,0.8045,0.0453,0.0458,4.474,0.014,0.378
9.7,0.85,0.8045,0.0381,0.0402,3.728,0.012,0.320
10.1,0.88,0.7988,0.0306,0.0339,2.983,0.010,0.258
10.5,0.92,0.7794,0.0231,0.0273,2.983,0.008,0.196
10.9,0.95,0.7270,0.0155,0.0204,2.237,0.006,0.129
11.3,0.99,0.5824,0.0078,0.0133,1.491,0.004,0.067
11.7,1.03,-0.0019,0.0000,0.0062,0.746,0.002,0.000
