# J, eta_p, CT, CP
0.00,0.0000,0.1187,0.0898
0.03,0.0487,0.1186,0.0883
0.06,0.0971,0.1184,0.0868
0.10,0.1455,0.1182,0.0852
0.13,0.1940,0.1179,0.0836
0.16,0.2446,0.1173,0.0814
0.19,0.2937,0.1167,0.0797
0.22,0.3434,0.1158,0.0779
0.26,0.3912,0.1146,0.0765
0.29,0.4414,0.1130,0.0746
0.32,0.4911,0.1110,0.0727
0.35,0.5391,0.1085,0.0709
0.38,0.5845,0.1054,0.0692
0.41,0.6263,0.1016,0.0674
0.45,0.6644,0.0973,0.0655
0.48,0.6982,0.0925,0.0635
0.51,0.7277,0.0871,0.0612
0.54,0.7530,0.0812,0.0585
0.57,0.7743,0.0751,0.0557
0.61,0.7928,0.0690,0.0527
0.64,0.8087,0.0627,0.0495
0.67,0.8221,0.0563,0.0459
0.70,0.8336,0.0496,0.0418
0.73,0.8417,0.0429,0.0374
0.77,0.8444,0.0360,0.0327
0.80,0.8380,0.0291,0.0277
0.83,0.8116,0.0219,0.0224
0.86,0.7457,0.0148,0.0171
0.89,0.5804,0.0075,0.0115
0.93,-0.0009,0.0000,0.0061
