# J, eta_p, CT, CP
0.0,0.00,0.1393,0.1221
0.0,0.05,0.1391,0.1196
0.1,0.10,0.1388,0.1171
0.1,0.15,0.1384,0.1145
0.1,0.19,0.1379,0.1117
0.2,0.24,0.1371,0.1089
0.2,0.29,0.1362,0.1060
0.2,0.34,0.1349,0.1029
0.3,0.39,0.1333,0.0996
0.3,0.43,0.1310,0.0961
0.3,0.48,0.1282,0.0924
0.4,0.53,0.1248,0.0891
0.4,0.58,0.1206,0.0856
0.4,0.62,0.1159,0.0828
0.5,0.66,0.1107,0.0802
0.5,0.69,0.1049,0.0775
0.5,0.72,0.0986,0.0746
0.6,0.74,0.0919,0.0714
0.6,0.76,0.0851,0.0681
0.6,0.78,0.0782,0.0644
0.7,0.79,0.0711,0.0605
0.7,0.81,0.0639,0.0561
0.7,0.82,0.0565,0.0513
0.8,0.83,0.0489,0.0460
0.8,0.83,0.0412,0.0403
0.8,0.83,0.0332,0.0340
0.9,0.81,0.0252,0.0275
0.9,0.76,0.0170,0.0204
0.9,0.64,0.0086,0.0129
1.0,-0.00,-0.0000,0.0052
