# J, eta_p, CT, CP
0.0,0.00,0.1039,0.0465
0.0,0.05,0.1027,0.0461
0.1,0.10,0.1014,0.0458
0.1,0.15,0.0999,0.0455
0.1,0.20,0.0983,0.0451
0.1,0.25,0.0964,0.0445
0.1,0.30,0.0943,0.0440
0.2,0.35,0.0921,0.0433
0.2,0.39,0.0897,0.0426
0.2,0.43,0.0870,0.0419
0.2,0.47,0.0842,0.0411
0.2,0.51,0.0811,0.0403
0.3,0.55,0.0778,0.0394
0.3,0.58,0.0743,0.0385
0.3,0.61,0.0705,0.0375
0.3,0.64,0.0666,0.0363
0.4,0.66,0.0625,0.0350
0.4,0.68,0.0583,0.0336
0.4,0.70,0.0540,0.0320
0.4,0.72,0.0496,0.0303
0.5,0.73,0.0451,0.0285
0.5,0.75,0.0406,0.0265
0.5,0.75,0.0360,0.0244
0.5,0.75,0.0312,0.0221
0.5,0.75,0.0264,0.0198
0.6,0.72,0.0212,0.0172
0.6,0.68,0.0161,0.0146
0.6,0.60,0.0108,0.0117
0.6,0.43,0.0054,0.0088
0.7,-0.00,-0.0000,0.0063
