# J, eta_p, CT, CP
0.0,0.00,0.0832,0.0294
0.0,0.06,0.0818,0.0292
0.0,0.11,0.0803,0.0291
0.1,0.17,0.0786,0.0289
0.1,0.22,0.0769,0.0287
0.1,0.27,0.0750,0.0284
0.1,0.32,0.0731,0.0282
0.1,0.37,0.0710,0.0279
0.2,0.41,0.0688,0.0276
0.2,0.45,0.0665,0.0272
0.2,0.49,0.0640,0.0268
0.2,0.53,0.0613,0.0263
0.2,0.56,0.0586,0.0258
0.3,0.59,0.0558,0.0252
0.3,0.62,0.0528,0.0245
0.3,0.64,0.0498,0.0238
0.3,0.67,0.0468,0.0230
0.4,0.69,0.0437,0.0221
0.4,0.70,0.0404,0.0212
0.4,0.72,0.0372,0.0201
0.4,0.73,0.0337,0.0189
0.4,0.74,0.0303,0.0176
0.5,0.74,0.0267,0.0162
0.5,0.74,0.0231,0.0147
0.5,0.73,0.0194,0.0131
0.5,0.71,0.0157,0.0114
0.5,0.67,0.0119,0.0096
0.5,0.58,0.0080,0.0077
0.6,0.41,0.0040,0.0058
0.6,0.00,0.0000,0.0043
