# J, eta_p, CT, CP
0.0,0.00,0.1183,0.0831
0.0,0.05,0.1178,0.0808
0.1,0.10,0.1172,0.0785
0.1,0.15,0.1163,0.0760
0.1,0.19,0.1152,0.0734
0.1,0.24,0.1137,0.0707
0.2,0.29,0.1120,0.0680
0.2,0.34,0.1099,0.0654
0.2,0.40,0.1074,0.0627
0.2,0.44,0.1046,0.0604
0.3,0.49,0.1014,0.0584
0.3,0.53,0.0979,0.0566
0.3,0.57,0.0940,0.0550
0.4,0.61,0.0899,0.0533
0.4,0.65,0.0854,0.0517
0.4,0.67,0.0806,0.0500
0.4,0.70,0.0756,0.0483
0.5,0.72,0.0705,0.0464
0.5,0.74,0.0653,0.0443
0.5,0.76,0.0600,0.0419
0.6,0.77,0.0545,0.0394
0.6,0.78,0.0490,0.0366
0.6,0.79,0.0433,0.0336
0.6,0.80,0.0375,0.0302
0.7,0.80,0.0315,0.0265
0.7,0.79,0.0254,0.0226
0.7,0.76,0.0192,0.0184
0.7,0.70,0.0129,0.0140
0.8,0.55,0.0065,0.0093
0.8,-0.00,-0.0000,0.0046
