# J, eta_p, CT, CP
0.0,0.00,0.0936,0.0955
0.0,0.05,0.0938,0.0947
0.1,0.11,0.0939,0.0939
0.1,0.16,0.0941,0.0932
0.1,0.21,0.0942,0.0922
0.2,0.25,0.0943,0.0909
0.2,0.30,0.0943,0.0903
0.3,0.34,0.0944,0.0900
0.3,0.38,0.0944,0.0901
0.3,0.43,0.0943,0.0888
0.4,0.47,0.0941,0.0889
0.4,0.50,0.0939,0.0885
0.5,0.54,0.0931,0.0876
0.5,0.58,0.0918,0.0862
0.5,0.61,0.0898,0.0841
0.6,0.65,0.0871,0.0815
0.6,0.68,0.0835,0.0779
0.6,0.72,0.0788,0.0739
0.7,0.75,0.0735,0.0692
0.7,0.77,0.0678,0.0649
0.8,0.79,0.0619,0.0607
0.8,0.80,0.0558,0.0562
0.8,0.81,0.0493,0.0513
0.9,0.80,0.0427,0.0465
0.9,0.79,0.0359,0.0416
0.9,0.75,0.0290,0.0367
1.0,0.68,0.0218,0.0316
1.0,0.57,0.0146,0.0262
1.1,0.37,0.0072,0.0206
1.1,0.01,0.0000,0.0149
