# J, eta_p, CT, CP
0.0,0.00,0.1237,0.1782
0.1,0.05,0.1242,0.1754
0.1,0.09,0.1247,0.1725
0.1,0.14,0.1252,0.1695
0.2,0.18,0.1255,0.1663
0.2,0.23,0.1259,0.1625
0.3,0.27,0.1262,0.1598
0.3,0.32,0.1264,0.1566
0.4,0.36,0.1265,0.1536
0.4,0.41,0.1264,0.1504
0.5,0.45,0.1262,0.1467
0.5,0.50,0.1259,0.1438
0.6,0.55,0.1253,0.1403
0.6,0.59,0.1244,0.1367
0.7,0.64,0.1230,0.1332
0.7,0.69,0.1210,0.1291
0.8,0.74,0.1175,0.1244
0.8,0.79,0.1121,0.1189
0.9,0.82,0.1048,0.1133
0.9,0.84,0.0965,0.1071
1.0,0.86,0.0878,0.1005
1.0,0.87,0.0789,0.0931
1.1,0.89,0.0698,0.0849
1.1,0.90,0.0605,0.0761
1.2,0.90,0.0510,0.0662
1.2,0.91,0.0412,0.0554
1.3,0.90,0.0311,0.0437
1.3,0.88,0.0210,0.0316
1.4,0.78,0.0107,0.0188
1.4,0.00,0.0000,0.0066
