# J, eta_p, CT, CP
0.0,0.00,0.1009,0.1031
0.0,0.06,0.1010,0.1020
0.1,0.11,0.1013,0.1015
0.1,0.16,0.1014,0.1007
0.2,0.21,0.1016,0.0998
0.2,0.26,0.1016,0.0985
0.2,0.31,0.1016,0.0969
0.3,0.35,0.1016,0.0959
0.3,0.40,0.1015,0.0948
0.3,0.44,0.1013,0.0940
0.4,0.48,0.1009,0.0919
0.4,0.52,0.1003,0.0902
0.5,0.56,0.0995,0.0885
0.5,0.60,0.0984,0.0870
0.5,0.64,0.0968,0.0851
0.6,0.68,0.0946,0.0834
0.6,0.71,0.0912,0.0806
0.6,0.75,0.0864,0.0764
0.7,0.78,0.0803,0.0714
0.7,0.81,0.0738,0.0667
0.8,0.82,0.0671,0.0623
0.8,0.84,0.0603,0.0577
0.8,0.85,0.0533,0.0528
0.9,0.85,0.0461,0.0474
0.9,0.85,0.0387,0.0415
1.0,0.84,0.0311,0.0352
1.0,0.81,0.0235,0.0286
1.0,0.74,0.0157,0.0221
1.1,0.55,0.0080,0.0158
1.1,-0.01,-0.0001,0.0092
